SEQ='NE'     NUCCHG=10                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  28014381.4   NPRNTI= 1   NPRNTF= 1
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 2.5)        0.0 

   LS RESOLVED TERM INDEXING            BWNR=  28199803.5   NTRM= 175
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             1.67E-16  6.87E-17  4.49E-17  4.20E-17  4.37E-17  3.84E-17  2.79E-17  1.38E-17  6.78E-18
    42       5.25E-14  3.71E-14  2.34E-14  1.65E-14  1.16E-14  7.13E-15  4.85E-15  3.19E-15  1.69E-15  9.61E-16
             5.01E-16  2.06E-16  1.35E-16  1.26E-16  1.31E-16  1.15E-16  8.36E-17  4.13E-17  2.03E-17
    43       1.84E-15  1.29E-15  8.08E-16  5.61E-16  3.82E-16  2.17E-16  1.30E-16  6.98E-17  2.65E-17  1.85E-17
             2.52E-17  4.12E-17  5.02E-17  5.46E-17  5.56E-17  5.38E-17  4.85E-17  3.51E-17  2.32E-17
    44       5.86E-16  4.12E-16  2.58E-16  1.79E-16  1.22E-16  6.92E-17  4.16E-17  2.24E-17  8.52E-18  6.02E-18
             8.32E-18  1.37E-17  1.67E-17  1.82E-17  1.85E-17  1.79E-17  1.62E-17  1.17E-17  7.72E-18
    45       2.36E-15  1.67E-15  1.05E-15  7.47E-16  5.29E-16  3.36E-16  2.38E-16  1.66E-16  9.82E-17  6.06E-17
             3.43E-17  1.60E-17  1.21E-17  1.28E-17  1.41E-17  1.26E-17  9.19E-18  4.55E-18  2.25E-18
    46       4.04E-14  2.85E-14  1.78E-14  1.24E-14  8.51E-15  4.95E-15  3.10E-15  1.80E-15  7.59E-16  3.51E-16
             1.49E-16  4.31E-17  1.61E-17  5.85E-18  1.51E-18  5.36E-19  1.90E-19  4.82E-20  1.70E-20
    47       1.35E-14  9.49E-15  5.94E-15  4.14E-15  2.84E-15  1.65E-15  1.03E-15  6.00E-16  2.53E-16  1.17E-16
             4.95E-17  1.44E-17  5.35E-18  1.95E-18  5.02E-19  1.79E-19  6.34E-20  1.61E-20  5.68E-21
    48       5.20E-14  3.66E-14  2.29E-14  1.60E-14  1.09E-14  6.37E-15  3.99E-15  2.32E-15  9.75E-16  4.51E-16
             1.91E-16  5.54E-17  2.07E-17  7.52E-18  1.94E-18  6.89E-19  2.44E-19  6.19E-20  2.19E-20
    49       1.73E-14  1.22E-14  7.64E-15  5.32E-15  3.65E-15  2.12E-15  1.33E-15  7.72E-16  3.25E-16  1.50E-16
             6.37E-17  1.85E-17  6.88E-18  2.51E-18  6.46E-19  2.30E-19  8.15E-20  2.06E-20  7.31E-21
