SEQ='BE'     NUCCHG=10                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  22527951.3   NPRNTI= 2   NPRNTF= 2
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S1                 (2)0( 0.5)        0.0 
     2          2P1                 (2)1( 2.5)   132190.0 

   LS RESOLVED TERM INDEXING            BWNR=  24195433.6   NTRM= 246
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             1.20E-14  5.63E-15  2.90E-15  1.38E-15  4.62E-16  1.88E-16  7.34E-17  2.01E-17  7.34E-18
    68       2.47E-13  1.74E-13  1.10E-13  7.78E-14  5.49E-14  3.45E-14  2.42E-14  1.67E-14  9.98E-15  6.47E-15
             3.97E-15  1.87E-15  9.64E-16  4.58E-16  1.54E-16  6.27E-17  2.44E-17  6.69E-18  2.44E-18
    69       1.29E-12  9.08E-13  5.73E-13  4.03E-13  2.83E-13  1.75E-13  1.20E-13  7.92E-14  4.26E-14  2.45E-14
             1.29E-14  4.81E-15  2.07E-15  8.37E-16  2.35E-16  8.65E-17  3.13E-17  8.04E-18  2.86E-18
    70       1.51E-12  1.06E-12  6.69E-13  4.69E-13  3.26E-13  1.97E-13  1.29E-13  8.06E-14  3.84E-14  1.96E-14
             9.09E-15  2.89E-15  1.13E-15  4.24E-16  1.12E-16  4.01E-17  1.43E-17  3.63E-18  1.28E-18
    71       4.15E-13  2.93E-13  1.85E-13  1.30E-13  9.15E-14  5.67E-14  3.88E-14  2.58E-14  1.39E-14  8.02E-15
             4.24E-15  1.59E-15  6.84E-16  2.77E-16  7.75E-17  2.86E-17  1.03E-17  2.66E-18  9.45E-19
    72       1.24E-12  8.75E-13  5.48E-13  3.82E-13  2.62E-13  1.52E-13  9.54E-14  5.54E-14  2.33E-14  1.08E-14
             4.56E-15  1.32E-15  4.93E-16  1.79E-16  4.62E-17  1.65E-17  5.84E-18  1.48E-18  5.23E-19
    73       4.14E-13  2.92E-13  1.83E-13  1.27E-13  8.73E-14  5.08E-14  3.18E-14  1.85E-14  7.78E-15  3.60E-15
             1.52E-15  4.41E-16  1.64E-16  5.98E-17  1.54E-17  5.48E-18  1.95E-18  4.93E-19  1.74E-19
    74       5.37E-13  3.78E-13  2.35E-13  1.62E-13  1.09E-13  6.06E-14  3.59E-14  1.94E-14  7.30E-15  3.13E-15
             1.25E-15  3.43E-16  1.25E-16  4.49E-17  1.15E-17  4.07E-18  1.44E-18  3.65E-19  1.29E-19
    75       1.79E-13  1.26E-13  7.84E-14  5.40E-14  3.64E-14  2.02E-14  1.20E-14  6.45E-15  2.43E-15  1.04E-15
             4.15E-16  1.14E-16  4.16E-17  1.50E-17  3.82E-18  1.36E-18  4.80E-19  1.22E-19  4.30E-20
    76       4.98E-13  3.52E-13  2.21E-13  1.55E-13  1.08E-13  6.51E-14  4.28E-14  2.67E-14  1.27E-14  6.51E-15
             3.02E-15  9.61E-16  3.76E-16  1.41E-16  3.71E-17  1.33E-17  4.74E-18  1.21E-18  4.27E-19
    77       1.22E-13  8.66E-14  5.47E-14  3.87E-14  2.74E-14  1.73E-14  1.22E-14  8.59E-15  5.36E-15  3.72E-15
             2.54E-15  1.49E-15  9.50E-16  5.76E-16  2.71E-16  1.41E-16  6.89E-17  2.43E-17  1.04E-17
    78       3.95E-14  2.79E-14  1.77E-14  1.25E-14  8.84E-15  5.60E-15  3.96E-15  2.80E-15  1.76E-15  1.22E-15
             8.40E-16  4.93E-16  3.15E-16  1.92E-16  9.00E-17  4.70E-17  2.29E-17  8.10E-18  3.46E-18
    79       4.96E-13  3.50E-13  2.21E-13  1.56E-13  1.10E-13  6.91E-14  4.82E-14  3.32E-14  1.96E-14  1.26E-14
             7.70E-15  3.60E-15  1.85E-15  8.77E-16  2.93E-16  1.20E-16  4.66E-17  1.27E-17  4.65E-18
    80       1.63E-13  1.15E-13  7.29E-14  5.15E-14  3.63E-14  2.28E-14  1.59E-14  1.10E-14  6.50E-15  4.19E-15
             2.56E-15  1.20E-15  6.15E-16  2.92E-16  9.77E-17  3.98E-17  1.55E-17  4.24E-18  1.55E-18
    81       8.70E-13  6.14E-13  3.88E-13  2.73E-13  1.91E-13  1.18E-13  8.06E-14  5.32E-14  2.85E-14  1.63E-14
             8.58E-15  3.19E-15  1.37E-15  5.54E-16  1.55E-16  5.72E-17  2.07E-17  5.31E-18  1.89E-18
    82       2.82E-13  1.99E-13  1.26E-13  8.87E-14  6.22E-14  3.85E-14  2.63E-14  1.74E-14  9.35E-15  5.37E-15
             2.83E-15  1.06E-15  4.55E-16  1.84E-16  5.14E-17  1.89E-17  6.86E-18  1.76E-18  6.26E-19
    83       1.10E-12  7.78E-13  4.89E-13  3.43E-13  2.39E-13  1.44E-13  9.45E-14  5.88E-14  2.79E-14  1.42E-14
             6.59E-15  2.10E-15  8.19E-16  3.07E-16  8.08E-17  2.90E-17  1.03E-17  2.62E-18  9.29E-19
    84       1.09E-12  7.70E-13  4.82E-13  3.36E-13  2.30E-13  1.34E-13  8.39E-14  4.87E-14  2.05E-14  9.46E-15
             4.00E-15  1.16E-15  4.32E-16  1.57E-16  4.05E-17  1.44E-17  5.11E-18  1.29E-18  4.58E-19
    85       3.64E-13  2.57E-13  1.61E-13  1.12E-13  7.68E-14  4.47E-14  2.80E-14  1.62E-14  6.82E-15  3.15E-15
             1.33E-15  3.86E-16  1.44E-16  5.24E-17  1.35E-17  4.80E-18  1.70E-18  4.32E-19  1.53E-19
    86       7.53E-13  5.30E-13  3.30E-13  2.27E-13  1.53E-13  8.50E-14  5.03E-14  2.71E-14  1.02E-14  4.38E-15
             1.75E-15  4.80E-16  1.75E-16  6.28E-17  1.61E-17  5.69E-18  2.02E-18  5.11E-19  1.81E-19
    87       2.51E-13  1.77E-13  1.10E-13  7.57E-14  5.10E-14  2.83E-14  1.68E-14  9.04E-15  3.41E-15  1.46E-15
             5.82E-16  1.60E-16  5.83E-17  2.09E-17  5.35E-18  1.90E-18  6.72E-19  1.70E-19  6.02E-20
    88       2.68E-13  1.88E-13  1.16E-13  7.90E-14  5.20E-14  2.74E-14  1.53E-14  7.67E-15  2.64E-15  1.07E-15
             4.10E-16  1.09E-16  3.94E-17  1.41E-17  3.58E-18  1.27E-18  4.49E-19  1.14E-19  4.01E-20
    89       8.95E-14  6.27E-14  3.87E-14  2.63E-14  1.73E-14  9.12E-15  5.08E-15  2.56E-15  8.80E-16  3.57E-16
             1.37E-16  3.64E-17  1.31E-17  4.69E-18  1.19E-18  4.22E-19  1.50E-19  3.78E-20  1.34E-20
    90       3.65E-13  2.58E-13  1.62E-13  1.14E-13  7.90E-14  4.77E-14  3.13E-14  1.95E-14  9.26E-15  4.73E-15
             2.19E-15  6.97E-16  2.72E-16  1.02E-16  2.69E-17  9.64E-18  3.43E-18  8.72E-19  3.09E-19
    97       8.53E-14  6.03E-14  3.81E-14  2.70E-14  1.90E-14  1.20E-14  8.45E-15  5.92E-15  3.67E-15  2.53E-15
             1.72E-15  9.98E-16  6.35E-16  3.85E-16  1.80E-16  9.39E-17  4.58E-17  1.62E-17  6.90E-18
    98       2.76E-14  1.95E-14  1.24E-14  8.74E-15  6.18E-15  3.91E-15  2.76E-15  1.94E-15  1.21E-15  8.34E-16
             5.68E-16  3.31E-16  2.11E-16  1.28E-16  6.00E-17  3.13E-17  1.53E-17  5.38E-18  2.30E-18
   102       3.47E-13  2.45E-13  1.55E-13  1.09E-13  7.71E-14  4.82E-14  3.35E-14  2.30E-14  1.35E-14  8.64E-15
             5.24E-15  2.44E-15  1.25E-15  5.92E-16  1.98E-16  8.06E-17  3.14E-17  8.57E-18  3.13E-18
   103       1.15E-13  8.10E-14  5.12E-14  3.61E-14  2.54E-14  1.59E-14  1.11E-14  7.62E-15  4.48E-15  2.87E-15
             1.74E-15  8.11E-16  4.16E-16  1.97E-16  6.59E-17  2.68E-17  1.04E-17  2.85E-18  1.04E-18
   105       6.18E-13  4.36E-13  2.75E-13  1.94E-13  1.36E-13  8.37E-14  5.69E-14  3.75E-14  2.00E-14  1.14E-14
             5.97E-15  2.22E-15  9.53E-16  3.84E-16  1.07E-16  3.96E-17  1.43E-17  3.68E-18  1.31E-18
   108       2.01E-13  1.42E-13  8.97E-14  6.32E-14  4.43E-14  2.74E-14  1.86E-14  1.23E-14  6.57E-15  3.76E-15
             1.98E-15  7.34E-16  3.16E-16  1.27E-16  3.56E-17  1.31E-17  4.75E-18  1.22E-18  4.34E-19
   109       8.19E-13  5.78E-13  3.63E-13  2.55E-13  1.77E-13  1.07E-13  6.99E-14  4.34E-14  2.06E-14  1.05E-14
             4.84E-15  1.54E-15  6.00E-16  2.25E-16  5.92E-17  2.12E-17  7.55E-18  1.92E-18  6.80E-19
   111       8.96E-13  6.31E-13  3.96E-13  2.75E-13  1.89E-13  1.10E-13  6.86E-14  3.98E-14  1.67E-14  7.72E-15
             3.26E-15  9.45E-16  3.52E-16  1.28E-16  3.30E-17  1.17E-17  4.16E-18  1.06E-18  3.73E-19
   112       2.99E-13  2.10E-13  1.32E-13  9.18E-14  6.29E-14  3.66E-14  2.29E-14  1.33E-14  5.57E-15  2.57E-15
             1.09E-15  3.15E-16  1.17E-16  4.27E-17  1.10E-17  3.91E-18  1.39E-18  3.52E-19  1.24E-19
   113       7.64E-13  5.37E-13  3.34E-13  2.30E-13  1.55E-13  8.61E-14  5.10E-14  2.75E-14  1.04E-14  4.44E-15
             1.77E-15  4.86E-16  1.77E-16  6.36E-17  1.62E-17  5.76E-18  2.04E-18  5.17E-19  1.83E-19
   114       2.55E-13  1.79E-13  1.11E-13  7.68E-14  5.17E-14  2.87E-14  1.70E-14  9.16E-15  3.45E-15  1.48E-15
             5.89E-16  1.62E-16  5.90E-17  2.12E-17  5.41E-18  1.92E-18  6.80E-19  1.72E-19  6.09E-20
   115       4.47E-13  3.14E-13  1.94E-13  1.32E-13  8.66E-14  4.56E-14  2.54E-14  1.28E-14  4.40E-15  1.78E-15
             6.83E-16  1.82E-16  6.56E-17  2.34E-17  5.96E-18  2.11E-18  7.47E-19  1.89E-19  6.69E-20
   116       1.49E-13  1.05E-13  6.45E-14  4.39E-14  2.89E-14  1.52E-14  8.47E-15  4.26E-15  1.47E-15  5.94E-16
             2.28E-16  6.07E-17  2.19E-17  7.80E-18  1.99E-18  7.03E-19  2.49E-19  6.30E-20  2.23E-20
   117       1.35E-13  9.46E-14  5.77E-14  3.86E-14  2.47E-14  1.23E-14  6.44E-15  3.04E-15  9.75E-16  3.80E-16
             1.42E-16  3.72E-17  1.33E-17  4.74E-18  1.20E-18  4.26E-19  1.51E-19  3.81E-20  1.35E-20
   118       4.51E-14  3.15E-14  1.92E-14  1.29E-14  8.24E-15  4.09E-15  2.15E-15  1.01E-15  3.25E-16  1.27E-16
             4.73E-17  1.24E-17  4.44E-18  1.58E-18  4.01E-19  1.42E-19  5.02E-20  1.27E-20  4.49E-21
   119       2.71E-13  1.91E-13  1.20E-13  8.44E-14  5.87E-14  3.53E-14  2.32E-14  1.44E-14  6.83E-15  3.48E-15
             1.61E-15  5.11E-16  2.00E-16  7.48E-17  1.97E-17  7.06E-18  2.51E-18  6.39E-19  2.26E-19


 -----------------------------------------
 PRTF= 1  TRMPRT= (2S)  SPNPRT= 2  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 1
   IREP
   ----
     2       8.22E-12  5.81E-12  3.67E-12  2.60E-12  1.83E-12  1.16E-12  8.14E-13  5.70E-13  3.51E-13  2.39E-13
             1.58E-13  8.63E-14  5.16E-14  2.93E-14  1.26E-14  6.27E-15  2.94E-15  9.99E-16  4.19E-16
     3       3.77E-12  2.67E-12  1.68E-12  1.19E-12  8.37E-13  5.23E-13  3.64E-13  2.49E-13  1.45E-13  9.19E-14
             5.55E-14  2.62E-14  1.39E-14  7.03E-15  2.66E-15  1.22E-15  5.37E-16  1.72E-16  6.97E-17
     4       2.75E-12  1.94E-12  1.22E-12  8.63E-13  6.05E-13  3.75E-13  2.56E-13  1.71E-13  9.46E-14  5.70E-14
             3.25E-14  1.42E-14  7.16E-15  3.47E-15  1.25E-15  5.59E-16  2.41E-16  7.57E-17  3.04E-17
     5       2.18E-12  1.54E-12  9.69E-13  6.81E-13  4.76E-13  2.91E-13  1.95E-13  1.27E-13  6.68E-14  3.85E-14
             2.10E-14  8.67E-15  4.22E-15  1.98E-15  6.96E-16  3.05E-16  1.30E-16  4.02E-17  1.60E-17
     6       1.81E-12  1.28E-12  8.04E-13  5.64E-13  3.91E-13  2.36E-13  1.56E-13  9.85E-14  4.96E-14  2.75E-14
             1.45E-14  5.73E-15  2.72E-15  1.25E-15  4.29E-16  1.85E-16  7.81E-17  2.40E-17  9.52E-18
     7       1.55E-12  1.10E-12  6.88E-13  4.80E-13  3.32E-13  1.97E-13  1.27E-13  7.86E-14  3.80E-14  2.05E-14
             1.05E-14  4.01E-15  1.86E-15  8.42E-16  2.84E-16  1.22E-16  5.09E-17  1.55E-17  6.13E-18
     8       1.36E-12  9.60E-13  6.01E-13  4.18E-13  2.86E-13  1.67E-13  1.06E-13  6.40E-14  2.99E-14  1.57E-14
             7.83E-15  2.93E-15  1.34E-15  5.97E-16  1.98E-16  8.43E-17  3.51E-17  1.06E-17  4.19E-18
     9       1.21E-12  8.53E-13  5.33E-13  3.69E-13  2.51E-13  1.44E-13  9.00E-14  5.31E-14  2.40E-14  1.24E-14
             6.04E-15  2.21E-15  9.96E-16  4.39E-16  1.44E-16  6.10E-17  2.52E-17  7.61E-18  2.99E-18
    10       1.09E-12  7.68E-13  4.78E-13  3.30E-13  2.23E-13  1.26E-13  7.71E-14  4.46E-14  1.97E-14  9.91E-15
             4.76E-15  1.71E-15  7.63E-16  3.34E-16  1.09E-16  4.56E-17  1.88E-17  5.64E-18  2.21E-18
    11       9.94E-13  6.98E-13  4.33E-13  2.97E-13  1.99E-13  1.11E-13  6.67E-14  3.79E-14  1.63E-14  8.08E-15
             3.83E-15  1.35E-15  5.99E-16  2.60E-16  8.40E-17  3.51E-17  1.44E-17  4.32E-18  1.69E-18
    12       9.12E-13  6.40E-13  3.95E-13  2.70E-13  1.79E-13  9.79E-14  5.82E-14  3.25E-14  1.37E-14  6.69E-15
             3.13E-15  1.09E-15  4.79E-16  2.06E-16  6.63E-17  2.76E-17  1.13E-17  3.37E-18  1.32E-18
    13       8.42E-13  5.90E-13  3.63E-13  2.47E-13  1.62E-13  8.74E-14  5.11E-14  2.81E-14  1.16E-14  5.61E-15
             2.60E-15  8.95E-16  3.90E-16  1.67E-16  5.33E-17  2.21E-17  9.01E-18  2.68E-18  1.05E-18
    14       7.82E-13  5.47E-13  3.35E-13  2.26E-13  1.48E-13  7.84E-14  4.52E-14  2.45E-14  9.95E-15  4.75E-15
             2.18E-15  7.44E-16  3.22E-16  1.37E-16  4.36E-17  1.80E-17  7.33E-18  2.17E-18  8.47E-19
    15       7.32E-13  5.12E-13  3.12E-13  2.10E-13  1.36E-13  7.08E-14  4.03E-14  2.16E-14  8.62E-15  4.07E-15
             1.85E-15  6.25E-16  2.69E-16  1.14E-16  3.61E-17  1.49E-17  6.04E-18  1.79E-18  7.00E-19
    16       6.87E-13  4.79E-13  2.91E-13  1.95E-13  1.25E-13  6.42E-14  3.61E-14  1.90E-14  7.50E-15  3.51E-15
             1.58E-15  5.30E-16  2.27E-16  9.60E-17  3.02E-17  1.24E-17  5.04E-18  1.49E-18  5.82E-19
    17       6.09E-13  4.23E-13  2.55E-13  1.68E-13  1.06E-13  5.31E-14  2.92E-14  1.51E-14  5.78E-15  2.66E-15
             1.18E-15  3.92E-16  1.67E-16  6.99E-17  2.19E-17  8.95E-18  3.62E-18  1.07E-18  4.13E-19
    18       5.47E-13  3.79E-13  2.26E-13  1.47E-13  9.15E-14  4.46E-14  2.40E-14  1.22E-14  4.57E-15  2.08E-15
             9.15E-16  2.99E-16  1.26E-16  5.27E-17  1.64E-17  6.68E-18  2.69E-18  7.90E-19  3.05E-19
    19       4.96E-13  3.42E-13  2.02E-13  1.30E-13  7.96E-14  3.79E-14  2.00E-14  9.99E-15  3.69E-15  1.66E-15
             7.23E-16  2.34E-16  9.82E-17  4.08E-17  1.26E-17  5.12E-18  2.06E-18  6.03E-19  2.34E-19
    20       4.33E-13  2.97E-13  1.73E-13  1.09E-13  6.54E-14  3.02E-14  1.56E-14  7.61E-15  2.75E-15  1.22E-15
             5.25E-16  1.68E-16  6.99E-17  2.88E-17  8.85E-18  3.58E-18  1.43E-18  4.19E-19  1.62E-19
    21       3.70E-13  2.51E-13  1.43E-13  8.84E-14  5.16E-14  2.29E-14  1.15E-14  5.51E-15  1.94E-15  8.46E-16
             3.61E-16  1.14E-16  4.70E-17  1.93E-17  5.87E-18  2.36E-18  9.44E-19  2.75E-19  1.06E-19
    22       3.01E-13  2.01E-13  1.11E-13  6.66E-14  3.75E-14  1.59E-14  7.76E-15  3.61E-15  1.23E-15  5.30E-16
             2.23E-16  6.93E-17  2.84E-17  1.15E-17  3.48E-18  1.40E-18  5.54E-19  1.61E-19  6.19E-20
    23       2.67E-13  1.76E-13  9.53E-14  5.60E-14  3.09E-14  1.28E-14  6.14E-15  2.81E-15  9.48E-16  4.04E-16
             1.68E-16  5.20E-17  2.12E-17  8.57E-18  2.58E-18  1.03E-18  4.08E-19  1.18E-19  4.54E-20
    24       2.26E-13  1.47E-13  7.72E-14  4.42E-14  2.37E-14  9.50E-15  4.47E-15  2.01E-15  6.66E-16  2.81E-16
             1.16E-16  3.55E-17  1.44E-17  5.79E-18  1.73E-18  6.89E-19  2.72E-19  7.84E-20  3.01E-20
    25       2.04E-13  1.31E-13  6.78E-14  3.82E-14  2.02E-14  7.93E-15  3.68E-15  1.64E-15  5.39E-16  2.25E-16
             9.28E-17  2.82E-17  1.14E-17  4.58E-18  1.36E-18  5.42E-19  2.14E-19  6.14E-20  2.35E-20
    26       1.77E-13  1.12E-13  5.64E-14  3.11E-14  1.61E-14  6.17E-15  2.82E-15  1.24E-15  4.03E-16  1.67E-16
             6.84E-17  2.07E-17  8.31E-18  3.32E-18  9.86E-19  3.91E-19  1.54E-19  4.41E-20  1.68E-20
    27       1.55E-13  9.70E-14  4.75E-14  2.57E-14  1.31E-14  4.90E-15  2.22E-15  9.67E-16  3.10E-16  1.28E-16
             5.20E-17  1.56E-17  6.26E-18  2.50E-18  7.38E-19  2.92E-19  1.15E-19  3.28E-20  1.25E-20
    28       1.30E-13  7.92E-14  3.75E-14  1.98E-14  9.82E-15  3.59E-15  1.60E-15  6.89E-16  2.18E-16  8.92E-17
             3.61E-17  1.08E-17  4.29E-18  1.70E-18  5.01E-19  1.98E-19  7.75E-20  2.21E-20  8.38E-21
    29       1.06E-13  6.32E-14  2.89E-14  1.48E-14  7.19E-15  2.56E-15  1.12E-15  4.78E-16  1.49E-16  6.07E-17
             2.44E-17  7.23E-18  2.87E-18  1.13E-18  3.32E-19  1.31E-19  5.11E-20  1.46E-20  5.55E-21
    30       7.81E-14  4.47E-14  1.94E-14  9.61E-15  4.52E-15  1.56E-15  6.70E-16  2.81E-16  8.62E-17  3.47E-17
             1.38E-17  4.06E-18  1.60E-18  6.31E-19  1.84E-19  7.19E-20  2.80E-20  7.95E-21  3.02E-21
    31       6.29E-14  3.51E-14  1.47E-14  7.12E-15  3.29E-15  1.11E-15  4.72E-16  1.96E-16  5.96E-17  2.39E-17
             9.46E-18  2.76E-18  1.09E-18  4.26E-19  1.24E-19  4.83E-20  1.88E-20  5.32E-21  2.02E-21
    32       4.55E-14  2.45E-14  9.81E-15  4.61E-15  2.08E-15  6.85E-16  2.87E-16  1.18E-16  3.54E-17  1.40E-17
             5.54E-18  1.61E-18  6.28E-19  2.46E-19  7.09E-20  2.76E-20  1.07E-20  3.02E-21  1.14E-21
    33       3.53E-14  1.85E-14  7.18E-15  3.31E-15  1.47E-15  4.76E-16  1.97E-16  8.03E-17  2.39E-17  9.46E-18
             3.71E-18  1.07E-18  4.18E-19  1.63E-19  4.69E-20  1.82E-20  7.05E-21  1.98E-21  7.45E-22
    34       2.40E-14  1.21E-14  4.51E-15  2.03E-15  8.78E-16  2.79E-16  1.14E-16  4.60E-17  1.36E-17  5.33E-18
             2.08E-18  5.97E-19  2.32E-19  9.00E-20  2.58E-20  9.98E-21  3.85E-21  1.08E-21  4.09E-22
    35       1.76E-14  8.63E-15  3.12E-15  1.38E-15  5.89E-16  1.84E-16  7.49E-17  3.00E-17  8.77E-18  3.43E-18
             1.33E-18  3.81E-19  1.47E-19  5.70E-20  1.63E-20  6.30E-21  2.43E-21  6.79E-22  2.56E-22
    36       1.07E-14  5.06E-15  1.76E-15  7.59E-16  3.18E-16  9.77E-17  3.92E-17  1.56E-17  4.51E-18  1.75E-18
             6.77E-19  1.92E-19  7.41E-20  2.86E-20  8.12E-21  3.13E-21  1.20E-21  3.35E-22  1.26E-22
    37       7.58E-15  3.50E-15  1.19E-15  5.06E-16  2.10E-16  6.37E-17  2.54E-17  1.00E-17  2.89E-18  1.12E-18
             4.31E-19  1.22E-19  4.68E-20  1.80E-20  5.10E-21  1.96E-21  7.53E-22  2.09E-22  7.83E-23
    38       4.43E-15  1.99E-15  6.54E-16  2.73E-16  1.12E-16  3.35E-17  1.32E-17  5.18E-18  1.48E-18  5.70E-19
             2.19E-19  6.15E-20  2.36E-20  9.04E-21  2.55E-21  9.78E-22  3.74E-22  1.04E-22  3.91E-23
    39       2.98E-15  1.31E-15  4.24E-16  1.75E-16  7.10E-17  2.10E-17  8.27E-18  3.22E-18  9.16E-19  3.52E-19
             1.35E-19  3.77E-20  1.44E-20  5.52E-21  1.55E-21  5.95E-22  2.27E-22  6.30E-23  2.36E-23
    40       1.57E-15  6.75E-16  2.13E-16  8.66E-17  3.47E-17  1.02E-17  3.96E-18  1.53E-18  4.33E-19  1.66E-19
             6.31E-20  1.76E-20  6.71E-21  2.56E-21  7.18E-22  2.74E-22  1.04E-22  2.88E-23  1.07E-23
    41       1.09E-15  4.64E-16  1.44E-16  5.85E-17  2.33E-17  6.78E-18  2.64E-18  1.02E-18  2.87E-19  1.09E-19
             4.16E-20  1.16E-20  4.40E-21  1.68E-21  4.69E-22  1.79E-22  6.81E-23  1.87E-23  6.97E-24
    42       6.39E-16  2.68E-16  8.25E-17  3.31E-17  1.31E-17  3.80E-18  1.47E-18  5.66E-19  1.59E-19  6.04E-20
             2.29E-20  6.37E-21  2.42E-21  9.19E-22  2.57E-22  9.77E-23  3.71E-23  1.02E-23  3.83E-24

                                                                                              -----------------
                                                                                              SYS= 2  SPNSYS= 3
   IREP
   ----
     2       1.85E-11  1.31E-11  8.26E-12  5.83E-12  4.11E-12  2.58E-12  1.81E-12  1.25E-12  7.45E-13  4.84E-13
             2.98E-13  1.41E-13  7.28E-14  3.47E-14  1.16E-14  4.74E-15  1.85E-15  5.05E-16  1.84E-16
     3       1.21E-11  8.58E-12  5.42E-12  3.82E-12  2.69E-12  1.68E-12  1.17E-12  7.96E-13  4.61E-13  2.90E-13
             1.74E-13  8.14E-14  4.30E-14  2.16E-14  8.15E-15  3.72E-15  1.63E-15  5.21E-16  2.11E-16
     4       8.53E-12  6.03E-12  3.80E-12  2.68E-12  1.88E-12  1.16E-12  7.94E-13  5.29E-13  2.92E-13  1.75E-13
             9.95E-14  4.33E-14  2.18E-14  1.05E-14  3.80E-15  1.69E-15  7.28E-16  2.28E-16  9.16E-17
     5       6.67E-12  4.71E-12  2.97E-12  2.08E-12  1.46E-12  8.89E-13  5.97E-13  3.88E-13  2.04E-13  1.17E-13
             6.37E-14  2.63E-14  1.28E-14  5.99E-15  2.10E-15  9.18E-16  3.91E-16  1.21E-16  4.82E-17
     6       5.51E-12  3.89E-12  2.44E-12  1.71E-12  1.19E-12  7.16E-13  4.72E-13  2.99E-13  1.50E-13  8.34E-14
             4.37E-14  1.73E-14  8.20E-15  3.76E-15  1.29E-15  5.57E-16  2.35E-16  7.21E-17  2.86E-17
     7       4.70E-12  3.32E-12  2.08E-12  1.45E-12  1.00E-12  5.95E-13  3.85E-13  2.37E-13  1.15E-13  6.18E-14
             3.15E-14  1.21E-14  5.61E-15  2.53E-15  8.54E-16  3.65E-16  1.53E-16  4.66E-17  1.84E-17
     8       4.11E-12  2.90E-12  1.81E-12  1.26E-12  8.64E-13  5.04E-13  3.20E-13  1.93E-13  9.02E-14  4.73E-14
             2.36E-14  8.81E-15  4.02E-15  1.79E-15  5.96E-16  2.53E-16  1.05E-16  3.19E-17  1.26E-17
     9       3.65E-12  2.57E-12  1.61E-12  1.11E-12  7.56E-13  4.34E-13  2.71E-13  1.60E-13  7.24E-14  3.72E-14
             1.82E-14  6.64E-15  2.99E-15  1.32E-15  4.34E-16  1.83E-16  7.58E-17  2.28E-17  8.98E-18
    10       3.29E-12  2.31E-12  1.44E-12  9.92E-13  6.70E-13  3.78E-13  2.32E-13  1.34E-13  5.91E-14  2.98E-14
             1.43E-14  5.14E-15  2.29E-15  1.00E-15  3.26E-16  1.37E-16  5.65E-17  1.69E-17  6.65E-18
    11       2.99E-12  2.10E-12  1.30E-12  8.94E-13  5.99E-13  3.32E-13  2.01E-13  1.14E-13  4.90E-14  2.43E-14
             1.15E-14  4.07E-15  1.80E-15  7.80E-16  2.52E-16  1.05E-16  4.33E-17  1.30E-17  5.07E-18
    12       2.74E-12  1.92E-12  1.19E-12  8.11E-13  5.39E-13  2.94E-13  1.75E-13  9.76E-14  4.11E-14  2.01E-14
             9.41E-15  3.28E-15  1.44E-15  6.20E-16  1.99E-16  8.29E-17  3.39E-17  1.01E-17  3.96E-18
    13       2.53E-12  1.77E-12  1.09E-12  7.41E-13  4.88E-13  2.62E-13  1.54E-13  8.45E-14  3.49E-14  1.68E-14
             7.80E-15  2.69E-15  1.17E-15  5.01E-16  1.60E-16  6.63E-17  2.70E-17  8.04E-18  3.14E-18
    14       2.35E-12  1.64E-12  1.01E-12  6.80E-13  4.44E-13  2.35E-13  1.36E-13  7.36E-14  2.99E-14  1.43E-14
             6.54E-15  2.23E-15  9.66E-16  4.12E-16  1.31E-16  5.40E-17  2.20E-17  6.52E-18  2.54E-18
    15       2.20E-12  1.54E-12  9.38E-13  6.30E-13  4.08E-13  2.13E-13  1.21E-13  6.48E-14  2.59E-14  1.22E-14
             5.55E-15  1.88E-15  8.08E-16  3.43E-16  1.08E-16  4.46E-17  1.81E-17  5.38E-18  2.10E-18
    16       2.06E-12  1.44E-12  8.75E-13  5.84E-13  3.75E-13  1.93E-13  1.08E-13  5.72E-14  2.25E-14  1.05E-14
             4.75E-15  1.59E-15  6.82E-16  2.88E-16  9.07E-17  3.73E-17  1.51E-17  4.48E-18  1.75E-18
    17       1.83E-12  1.27E-12  7.65E-13  5.05E-13  3.19E-13  1.59E-13  8.75E-14  4.52E-14  1.73E-14  7.98E-15
             3.56E-15  1.18E-15  5.00E-16  2.10E-16  6.56E-17  2.68E-17  1.09E-17  3.20E-18  1.24E-18
    18       1.64E-12  1.14E-12  6.78E-13  4.42E-13  2.75E-13  1.34E-13  7.21E-14  3.65E-14  1.37E-14  6.24E-15
             2.75E-15  8.99E-16  3.79E-16  1.58E-16  4.91E-17  2.00E-17  8.07E-18  2.37E-18  9.16E-19
    19       1.49E-12  1.03E-12  6.07E-13  3.91E-13  2.39E-13  1.14E-13  6.01E-14  3.00E-14  1.11E-14  4.97E-15
             2.17E-15  7.03E-16  2.95E-16  1.22E-16  3.78E-17  1.54E-17  6.17E-18  1.81E-18  7.03E-19
    20       1.30E-12  8.90E-13  5.18E-13  3.28E-13  1.96E-13  9.05E-14  4.68E-14  2.28E-14  8.24E-15  3.65E-15
