SEQ='B '     NUCCHG=10                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  24195433.6   NPRNTI= 2   NPRNTF= 6
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2                 (1)0( 0.0)        0.0 
     2          2S1 2P1             (3)1( 4.0)   114537.9 
     3          2S1 2P1             (1)1( 1.0)   226224.4*
     4          2P2                 (3)1( 4.0)   294287.6*
     5          2P2                 (1)2( 2.0)   329531.4*
     6          2P2                 (1)0( 0.0)   406862.2*

   LS RESOLVED TERM INDEXING            BWNR=  25455599.3   NTRM= 246
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             5.22E-15  1.51E-15  5.64E-16  2.05E-16  5.28E-17  1.88E-17  6.67E-18  1.69E-18  5.98E-19
    70       6.14E-13  4.32E-13  2.69E-13  1.85E-13  1.25E-13  6.93E-14  4.10E-14  2.21E-14  8.35E-15  3.58E-15
             1.42E-15  3.92E-16  1.43E-16  5.13E-17  1.31E-17  4.65E-18  1.65E-18  4.17E-19  1.47E-19
    71       1.24E-13  8.75E-14  5.54E-14  3.92E-14  2.77E-14  1.76E-14  1.25E-14  8.86E-15  5.63E-15  3.97E-15
             2.78E-15  1.69E-15  1.12E-15  7.13E-16  3.54E-16  1.92E-16  9.70E-17  3.55E-17  1.55E-17
    72       5.43E-13  3.84E-13  2.43E-13  1.72E-13  1.21E-13  7.64E-14  5.37E-14  3.75E-14  2.27E-14  1.50E-14
             9.50E-15  4.68E-15  2.50E-15  1.23E-15  4.28E-16  1.79E-16  7.09E-17  1.97E-17  7.26E-18
    73       2.97E-19  2.11E-19  1.36E-19  1.00E-19  7.58E-20  5.89E-20  5.72E-20  6.75E-20  1.04E-19  1.40E-19
             1.63E-19  1.46E-19  1.06E-19  6.50E-20  2.71E-20  1.23E-20  5.17E-21  1.50E-21  5.63E-22
    74       1.03E-12  7.31E-13  4.61E-13  3.25E-13  2.28E-13  1.41E-13  9.64E-14  6.40E-14  3.46E-14  2.01E-14
             1.07E-14  4.06E-15  1.77E-15  7.24E-16  2.05E-16  7.61E-17  2.76E-17  7.12E-18  2.53E-18
    75       1.27E-12  8.96E-13  5.64E-13  3.95E-13  2.75E-13  1.66E-13  1.09E-13  6.79E-14  3.23E-14  1.65E-14
             7.65E-15  2.44E-15  9.55E-16  3.59E-16  9.46E-17  3.39E-17  1.21E-17  3.07E-18  1.09E-18
    76       1.25E-12  8.80E-13  5.51E-13  3.84E-13  2.63E-13  1.53E-13  9.59E-14  5.56E-14  2.34E-14  1.08E-14
             4.57E-15  1.32E-15  4.94E-16  1.80E-16  4.63E-17  1.65E-17  5.84E-18  1.48E-18  5.24E-19
    77       8.61E-13  6.05E-13  3.77E-13  2.60E-13  1.75E-13  9.71E-14  5.75E-14  3.10E-14  1.17E-14  5.01E-15
             1.99E-15  5.48E-16  2.00E-16  7.18E-17  1.83E-17  6.51E-18  2.30E-18  5.84E-19  2.06E-19
    78       3.07E-13  2.15E-13  1.33E-13  9.03E-14  5.94E-14  3.13E-14  1.74E-14  8.76E-15  3.02E-15  1.22E-15
             4.68E-16  1.25E-16  4.50E-17  1.61E-17  4.09E-18  1.45E-18  5.13E-19  1.30E-19  4.59E-20
    79       8.54E-14  6.03E-14  3.82E-14  2.70E-14  1.91E-14  1.21E-14  8.57E-15  6.06E-15  3.82E-15  2.68E-15
             1.87E-15  1.13E-15  7.48E-16  4.73E-16  2.34E-16  1.27E-16  6.41E-17  2.34E-17  1.02E-17
    81       3.76E-13  2.66E-13  1.68E-13  1.19E-13  8.38E-14  5.27E-14  3.70E-14  2.57E-14  1.55E-14  1.02E-14
             6.42E-15  3.15E-15  1.68E-15  8.25E-16  2.87E-16  1.20E-16  4.74E-17  1.32E-17  4.85E-18
    82       7.32E-13  5.17E-13  3.26E-13  2.30E-13  1.61E-13  9.96E-14  6.79E-14  4.49E-14  2.42E-14  1.40E-14
             7.42E-15  2.81E-15  1.23E-15  5.00E-16  1.42E-16  5.25E-17  1.91E-17  4.91E-18  1.75E-18
    83       9.43E-13  6.66E-13  4.19E-13  2.93E-13  2.04E-13  1.23E-13  8.06E-14  5.01E-14  2.38E-14  1.21E-14
             5.61E-15  1.79E-15  7.00E-16  2.63E-16  6.92E-17  2.48E-17  8.85E-18  2.25E-18  7.97E-19
    84       1.02E-12  7.22E-13  4.52E-13  3.15E-13  2.16E-13  1.25E-13  7.85E-14  4.55E-14  1.91E-14  8.82E-15
             3.73E-15  1.08E-15  4.02E-16  1.46E-16  3.77E-17  1.34E-17  4.76E-18  1.21E-18  4.27E-19
    85       8.73E-13  6.14E-13  3.82E-13  2.63E-13  1.77E-13  9.85E-14  5.83E-14  3.14E-14  1.18E-14  5.07E-15
             2.02E-15  5.55E-16  2.02E-16  7.27E-17  1.86E-17  6.59E-18  2.33E-18  5.91E-19  2.09E-19
    86       5.11E-13  3.58E-13  2.21E-13  1.50E-13  9.90E-14  5.21E-14  2.90E-14  1.46E-14  5.03E-15  2.04E-15
             7.80E-16  2.08E-16  7.50E-17  2.68E-17  6.81E-18  2.41E-18  8.54E-19  2.16E-19  7.64E-20
    87       1.55E-13  1.08E-13  6.60E-14  4.42E-14  2.83E-14  1.40E-14  7.36E-15  3.47E-15  1.11E-15  4.34E-16
             1.62E-16  4.25E-17  1.52E-17  5.41E-18  1.37E-18  4.87E-19  1.72E-19  4.36E-20  1.54E-20


 -----------------------------------------
 PRTF= 1  TRMPRT= (1S)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     2       2.90E-11  2.05E-11  1.29E-11  9.14E-12  6.45E-12  4.06E-12  2.85E-12  1.98E-12  1.20E-12  7.90E-13
             4.99E-13  2.46E-13  1.32E-13  6.54E-14  2.30E-14  9.73E-15  3.92E-15  1.12E-15  4.20E-16
     3       1.50E-11  1.06E-11  6.69E-12  4.72E-12  3.33E-12  2.08E-12  1.45E-12  9.93E-13  5.81E-13  3.72E-13
             2.27E-13  1.10E-13  5.96E-14  3.08E-14  1.20E-14  5.62E-15  2.52E-15  8.26E-16  3.40E-16
     4       1.01E-11  7.12E-12  4.49E-12  3.16E-12  2.22E-12  1.38E-12  9.43E-13  6.31E-13  3.52E-13  2.14E-13
             1.24E-13  5.57E-14  2.89E-14  1.43E-14  5.36E-15  2.45E-15  1.08E-15  3.47E-16  1.42E-16
     5       7.73E-12  5.46E-12  3.44E-12  2.42E-12  1.69E-12  1.03E-12  6.96E-13  4.54E-13  2.41E-13  1.40E-13
             7.76E-14  3.30E-14  1.65E-14  7.95E-15  2.89E-15  1.30E-15  5.64E-16  1.79E-16  7.28E-17
     6       6.33E-12  4.47E-12  2.81E-12  1.97E-12  1.37E-12  8.25E-13  5.45E-13  3.46E-13  1.76E-13  9.86E-14
             5.26E-14  2.14E-14  1.04E-14  4.92E-15  1.75E-15  7.74E-16  3.34E-16  1.05E-16  4.25E-17
     7       5.39E-12  3.80E-12  2.38E-12  1.66E-12  1.15E-12  6.83E-13  4.43E-13  2.74E-13  1.33E-13  7.26E-14
             3.76E-14  1.48E-14  7.05E-15  3.27E-15  1.14E-15  5.01E-16  2.15E-16  6.71E-17  2.70E-17
     8       4.70E-12  3.31E-12  2.07E-12  1.44E-12  9.89E-13  5.77E-13  3.67E-13  2.22E-13  1.04E-13  5.53E-14
             2.80E-14  1.07E-14  5.02E-15  2.30E-15  7.90E-16  3.44E-16  1.46E-16  4.55E-17  1.82E-17
     9       4.17E-12  2.94E-12  1.83E-12  1.27E-12  8.64E-13  4.96E-13  3.10E-13  1.83E-13  8.36E-14  4.33E-14
             2.14E-14  8.03E-15  3.71E-15  1.68E-15  5.71E-16  2.47E-16  1.05E-16  3.24E-17  1.29E-17
    10       3.75E-12  2.64E-12  1.64E-12  1.13E-12  7.65E-13  4.32E-13  2.65E-13  1.54E-13  6.81E-14  3.46E-14
             1.68E-14  6.19E-15  2.82E-15  1.27E-15  4.27E-16  1.84E-16  7.74E-17  2.38E-17  9.52E-18
    11       3.41E-12  2.40E-12  1.49E-12  1.02E-12  6.83E-13  3.80E-13  2.29E-13  1.30E-13  5.64E-14  2.82E-14
             1.35E-14  4.88E-15  2.21E-15  9.81E-16  3.28E-16  1.40E-16  5.89E-17  1.81E-17  7.20E-18
    12       3.13E-12  2.19E-12  1.36E-12  9.26E-13  6.15E-13  3.36E-13  2.00E-13  1.12E-13  4.73E-14  2.33E-14
             1.10E-14  3.93E-15  1.76E-15  7.77E-16  2.58E-16  1.10E-16  4.60E-17  1.41E-17  5.60E-18
    13       2.89E-12  2.02E-12  1.25E-12  8.45E-13  5.57E-13  3.00E-13  1.76E-13  9.66E-14  4.01E-14  1.95E-14
             9.11E-15  3.21E-15  1.43E-15  6.26E-16  2.06E-16  8.76E-17  3.65E-17  1.12E-17  4.43E-18
    14       2.68E-12  1.87E-12  1.15E-12  7.76E-13  5.07E-13  2.69E-13  1.55E-13  8.42E-14  3.43E-14  1.65E-14
             7.63E-15  2.66E-15  1.18E-15  5.13E-16  1.68E-16  7.12E-17  2.97E-17  9.04E-18  3.58E-18
    15       2.51E-12  1.75E-12  1.07E-12  7.19E-13  4.66E-13  2.43E-13  1.38E-13  7.41E-14  2.97E-14  1.41E-14
             6.48E-15  2.23E-15  9.81E-16  4.26E-16  1.39E-16  5.87E-17  2.44E-17  7.38E-18  2.91E-18
    16       2.36E-12  1.64E-12  9.99E-13  6.67E-13  4.29E-13  2.20E-13  1.24E-13  6.54E-14  2.58E-14  1.22E-14
             5.53E-15  1.89E-15  8.27E-16  3.57E-16  1.16E-16  4.89E-17  2.02E-17  6.13E-18  2.42E-18
    17       2.09E-12  1.45E-12  8.74E-13  5.76E-13  3.64E-13  1.82E-13  1.00E-13  5.17E-14  1.99E-14  9.21E-15
             4.14E-15  1.40E-15  6.04E-16  2.59E-16  8.36E-17  3.50E-17  1.45E-17  4.36E-18  1.71E-18
    18       1.88E-12  1.30E-12  7.74E-13  5.05E-13  3.14E-13  1.53E-13  8.24E-14  4.18E-14  1.57E-14  7.19E-15
             3.19E-15  1.06E-15  4.57E-16  1.95E-16  6.24E-17  2.60E-17  1.07E-17  3.22E-18  1.25E-18
    19       1.70E-12  1.17E-12  6.93E-13  4.46E-13  2.73E-13  1.30E-13  6.87E-14  3.43E-14  1.27E-14  5.72E-15
             2.52E-15  8.30E-16  3.54E-16  1.50E-16  4.78E-17  1.99E-17  8.17E-18  2.45E-18  9.60E-19
    20       1.48E-12  1.02E-12  5.92E-13  3.74E-13  2.24E-13  1.03E-13  5.34E-14  2.61E-14  9.44E-15  4.20E-15
             1.83E-15  5.94E-16  2.52E-16  1.06E-16  3.35E-17  1.39E-17  5.67E-18  1.69E-18  6.62E-19
    21       1.27E-12  8.59E-13  4.90E-13  3.03E-13  1.77E-13  7.85E-14  3.95E-14  1.89E-14  6.66E-15  2.92E-15
             1.25E-15  4.02E-16  1.69E-16  7.06E-17  2.21E-17  9.12E-18  3.71E-18  1.10E-18  4.31E-19
    22       1.03E-12  6.90E-13  3.81E-13  2.28E-13  1.28E-13  5.45E-14  2.66E-14  1.24E-14  4.24E-15  1.83E-15
             7.73E-16  2.44E-16  1.01E-16  4.21E-17  1.31E-17  5.35E-18  2.17E-18  6.43E-19  2.50E-19
    23       9.14E-13  6.04E-13  3.27E-13  1.92E-13  1.06E-13  4.38E-14  2.10E-14  9.64E-15  3.26E-15  1.39E-15
             5.84E-16  1.83E-16  7.56E-17  3.12E-17  9.64E-18  3.94E-18  1.59E-18  4.71E-19  1.83E-19
    24       7.74E-13  5.04E-13  2.65E-13  1.52E-13  8.14E-14  3.26E-14  1.53E-14  6.90E-15  2.29E-15  9.66E-16
             4.02E-16  1.25E-16  5.12E-17  2.10E-17  6.45E-18  2.63E-18  1.06E-18  3.12E-19  1.21E-19
    25       6.99E-13  4.50E-13  2.32E-13  1.31E-13  6.92E-14  2.72E-14  1.26E-14  5.63E-15  1.85E-15  7.76E-16
             3.21E-16  9.91E-17  4.06E-17  1.66E-17  5.08E-18  2.06E-18  8.30E-19  2.44E-19  9.44E-20
    26       6.07E-13  3.85E-13  1.93E-13  1.07E-13  5.51E-14  2.11E-14  9.68E-15  4.27E-15  1.38E-15  5.76E-16
             2.37E-16  7.25E-17  2.95E-17  1.20E-17  3.67E-18  1.48E-18  5.96E-19  1.75E-19  6.75E-20
    27       5.32E-13  3.32E-13  1.63E-13  8.81E-14  4.47E-14  1.68E-14  7.60E-15  3.31E-15  1.06E-15  4.40E-16
             1.80E-16  5.48E-17  2.22E-17  9.03E-18  2.74E-18  1.11E-18  4.43E-19  1.29E-19  5.00E-20
    28       4.45E-13  2.71E-13  1.29E-13  6.78E-14  3.37E-14  1.23E-14  5.48E-15  2.36E-15  7.47E-16  3.07E-16
             1.25E-16  3.77E-17  1.52E-17  6.15E-18  1.86E-18  7.47E-19  2.99E-19  8.69E-20  3.35E-20
    29       3.64E-13  2.17E-13  9.89E-14  5.08E-14  2.46E-14  8.78E-15  3.85E-15  1.64E-15  5.12E-16  2.09E-16
             8.43E-17  2.53E-17  1.02E-17  4.09E-18  1.23E-18  4.93E-19  1.96E-19  5.72E-20  2.20E-20
    30       2.68E-13  1.53E-13  6.65E-14  3.29E-14  1.55E-14  5.34E-15  2.30E-15  9.62E-16  2.96E-16  1.19E-16
             4.77E-17  1.42E-17  5.66E-18  2.27E-18  6.76E-19  2.70E-19  1.07E-19  3.11E-20  1.20E-20
    31       2.16E-13  1.20E-13  5.04E-14  2.44E-14  1.13E-14  3.81E-15  1.62E-15  6.72E-16  2.04E-16  8.20E-17
             3.27E-17  9.65E-18  3.84E-18  1.53E-18  4.55E-19  1.81E-19  7.18E-20  2.08E-20  7.97E-21
    32       1.56E-13  8.39E-14  3.36E-14  1.58E-14  7.12E-15  2.35E-15  9.83E-16  4.03E-16  1.21E-16  4.83E-17
             1.91E-17  5.60E-18  2.22E-18  8.80E-19  2.60E-19  1.03E-19  4.08E-20  1.17E-20  4.49E-21
    33       1.21E-13  6.34E-14  2.46E-14  1.14E-14  5.03E-15  1.63E-15  6.76E-16  2.75E-16  8.21E-17  3.25E-17
             1.28E-17  3.74E-18  1.47E-18  5.83E-19  1.72E-19  6.80E-20  2.68E-20  7.68E-21  2.93E-21
    34       8.23E-14  4.15E-14  1.54E-14  6.94E-15  3.01E-15  9.56E-16  3.92E-16  1.58E-16  4.65E-17  1.83E-17
             7.18E-18  2.08E-18  8.16E-19  3.21E-19  9.41E-20  3.72E-20  1.46E-20  4.19E-21  1.60E-21
    35       6.03E-14  2.96E-14  1.07E-14  4.72E-15  2.02E-15  6.32E-16  2.57E-16  1.03E-16  3.01E-17  1.18E-17
             4.60E-18  1.32E-18  5.18E-19  2.04E-19  5.94E-20  2.34E-20  9.17E-21  2.62E-21  1.00E-21
    36       3.67E-14  1.74E-14  6.03E-15  2.60E-15  1.09E-15  3.35E-16  1.34E-16  5.33E-17  1.55E-17  6.02E-18
             2.33E-18  6.68E-19  2.60E-19  1.02E-19  2.96E-20  1.16E-20  4.53E-21  1.29E-21  4.90E-22
    37       2.60E-14  1.20E-14  4.08E-15  1.73E-15  7.19E-16  2.18E-16  8.71E-17  3.43E-17  9.90E-18  3.84E-18
             1.48E-18  4.23E-19  1.64E-19  6.41E-20  1.86E-20  7.26E-21  2.83E-21  8.03E-22  3.04E-22
    38       1.52E-14  6.82E-15  2.24E-15  9.37E-16  3.83E-16  1.15E-16  4.53E-17  1.77E-17  5.07E-18  1.96E-18
             7.53E-19  2.14E-19  8.27E-20  3.21E-20  9.25E-21  3.61E-21  1.41E-21  3.98E-22  1.51E-22
    39       1.02E-14  4.50E-15  1.45E-15  6.00E-16  2.43E-16  7.21E-17  2.84E-17  1.10E-17  3.14E-18  1.21E-18
             4.64E-19  1.31E-19  5.06E-20  1.96E-20  5.63E-21  2.19E-21  8.51E-22  2.41E-22  9.12E-23
    40       5.38E-15  2.32E-15  7.29E-16  2.97E-16  1.19E-16  3.48E-17  1.36E-17  5.26E-18  1.49E-18  5.69E-19
             2.17E-19  6.11E-20  2.35E-20  9.08E-21  2.60E-21  1.01E-21  3.90E-22  1.10E-22  4.14E-23
    41       3.74E-15  1.59E-15  4.95E-16  2.00E-16  7.99E-17  2.32E-17  9.04E-18  3.49E-18  9.83E-19  3.75E-19
             1.43E-19  4.02E-20  1.54E-20  5.95E-21  1.70E-21  6.58E-22  2.54E-22  7.13E-23  2.68E-23
    42       2.19E-15  9.20E-16  2.83E-16  1.14E-16  4.50E-17  1.30E-17  5.04E-18  1.94E-18  5.44E-19  2.07E-19
             7.89E-20  2.21E-20  8.46E-21  3.25E-21  9.26E-22  3.58E-22  1.38E-22  3.89E-23  1.47E-23


 -----------------------------------------
 PRTF= 4  TRMPRT= (3P)  SPNPRT= 3  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       3.67E-17  2.60E-17  1.66E-17  1.19E-17  8.60E-18  5.83E-18  4.59E-18  3.88E-18  3.47E-18  3.25E-18
             2.84E-18  1.97E-18  1.27E-18  7.09E-19  2.75E-19  1.21E-19  4.96E-20  1.41E-20  5.27E-21


 -----------------------------------------
 PRTF= 5  TRMPRT= (1D)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       4.57E-18  3.25E-18  2.07E-18  1.49E-18  1.09E-18  7.66E-19  6.35E-19  5.86E-19  6.21E-19  6.68E-19
             6.60E-19  5.17E-19  3.54E-19  2.07E-19  8.38E-20  3.75E-20  1.56E-20  4.48E-21  1.68E-21


 -----------------------------------------
 PRTF= 6  TRMPRT= (1S)  SPNPRT= 1  NSYS= 1
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     3       1.44E-18  1.02E-18  6.56E-19  4.76E-19  3.54E-19  2.60E-19  2.34E-19  2.50E-19  3.48E-19  4.68E-19
             5.77E-19  6.10E-19  5.32E-19  4.02E-19  2.29E-19  1.31E-19  6.89E-20  2.60E-20  1.15E-20



 --------------------------------
 PRTI= 2  TRMPRT= (3P)  SPNPRT= 3

   INDX TE=  3.60E+02  7.20E+02  1.80E+03  3.60E+03  7.20E+03  1.80E+04  3.60E+04  7.20E+04  1.80E+05  3.60E+05
   ---- ---  7.20E+05  1.80E+06  3.60E+06  7.20E+06  1.80E+07  3.60E+07  7.20E+07  1.80E+08  3.60E+08
     1       3.04E-12  2.15E-12  1.36E-12  9.61E-13  6.80E-13  4.31E-13  3.05E-13  2.17E-13  1.39E-13  1.00E-13
             7.21E-14  4.62E-14  3.19E-14  2.08E-14  1.06E-14  5.79E-15  2.94E-15  1.08E-15  4.71E-16
     2       1.36E-11  9.64E-12  6.09E-12  4.30E-12  3.04E-12  1.91E-12  1.34E-12  9.30E-13  5.61E-13  3.69E-13
             2.32E-13  1.13E-13  6.02E-14  2.95E-14  1.02E-14  4.21E-15  1.66E-15  4.60E-16  1.69E-16
     3       6.91E-12  4.89E-12  3.09E-12  2.18E-12  1.54E-12  9.70E-13  6.81E-13  4.75E-13  2.89E-13  1.92E-13
             1.23E-13  6.14E-14  3.32E-14  1.65E-14  5.79E-15  2.42E-15  9.61E-16  2.67E-16  9.83E-17
     4       1.22E-12  8.61E-13  5.44E-13  3.85E-13  2.72E-13  1.71E-13  1.20E-13  8.41E-14  5.14E-14  3.45E-14
             2.22E-14  1.13E-14  6.18E-15  3.10E-15  1.10E-15  4.61E-16  1.84E-16  5.12E-17  1.89E-17
     5       1.14E-12  8.06E-13  5.10E-13  3.60E-13  2.54E-13  1.60E-13  1.13E-13  7.89E-14  4.84E-14  3.26E-14
             2.11E-14  1.08E-14  5.95E-15  3.00E-15  1.07E-15  4.50E-16  1.80E-16  5.01E-17  1.85E-17
     6       3.78E-14  2.67E-14  1.69E-14  1.20E-14  8.49E-15  5.42E-15  3.88E-15  2.82E-15  1.91E-15  1.48E-15
             1.20E-15  9.24E-16  7.30E-16  5.34E-16  3.03E-16  1.76E-16  9.29E-17  3.53E-17  1.56E-17
    10       1.09E-12  7.69E-13  4.86E-13  3.44E-13  2.43E-13  1.54E-13  1.09E-13  7.78E-14  4.98E-14  3.56E-14
             2.54E-14  1.59E-14  1.08E-14  6.91E-15  3.47E-15  1.89E-15  9.59E-16  3.52E-16  1.54E-16
    11       4.67E-13  3.30E-13  2.09E-13  1.48E-13  1.05E-13  6.65E-14  4.73E-14  3.38E-14  2.19E-14  1.59E-14
             1.16E-14  7.44E-15  5.11E-15  3.32E-15  1.69E-15  9.26E-16  4.71E-16  1.74E-16  7.60E-17
    12       2.61E-12  1.85E-12  1.17E-12  8.24E-13  5.82E-13  3.66E-13  2.57E-13  1.79E-13  1.09E-13  7.21E-14
             4.56E-14  2.25E-14  1.20E-14  5.94E-15  2.07E-15  8.65E-16  3.43E-16  9.53E-17  3.51E-17
    13       7.44E-13  5.26E-13  3.32E-13  2.35E-13  1.66E-13  1.05E-13  7.34E-14  5.13E-14  3.12E-14  2.07E-14
             1.32E-14  6.53E-15  3.51E-15  1.73E-15  6.06E-16  2.53E-16  1.00E-16  2.79E-17  1.03E-17
    14       5.02E-13  3.55E-13  2.24E-13  1.58E-13  1.12E-13  7.05E-14  4.96E-14  3.46E-14  2.10E-14  1.40E-14
             8.89E-15  4.41E-15  2.37E-15  1.17E-15  4.09E-16  1.71E-16  6.79E-17  1.89E-17  6.96E-18
    15       1.36E-12  9.64E-13  6.09E-13  4.31E-13  3.04E-13  1.92E-13  1.35E-13  9.47E-14  5.81E-14  3.90E-14
             2.50E-14  1.26E-14  6.82E-15  3.39E-15  1.19E-15  5.01E-16  1.99E-16  5.55E-17  2.05E-17
    16       1.07E-12  7.55E-13  4.77E-13  3.37E-13  2.38E-13  1.51E-13  1.06E-13  7.45E-14  4.59E-14  3.09E-14
             1.99E-14  1.01E-14  5.49E-15  2.74E-15  9.67E-16  4.06E-16  1.62E-16  4.50E-17  1.66E-17
    17       2.29E-12  1.62E-12  1.02E-12  7.20E-13  5.05E-13  3.13E-13  2.14E-13  1.42E-13  7.67E-14  4.45E-14
             2.37E-14  9.01E-15  3.94E-15  1.61E-15  4.57E-16  1.70E-16  6.16E-17  1.59E-17  5.65E-18
    18       1.92E-13  1.36E-13  8.60E-14  6.08E-14  4.30E-14  2.72E-14  1.92E-14  1.35E-14  8.39E-15  5.70E-15
             3.71E-15  1.90E-15  1.04E-15  5.23E-16  1.85E-16  7.81E-17  3.11E-17  8.69E-18  3.21E-18
    19       1.54E-12  1.09E-12  6.89E-13  4.85E-13  3.41E-13  2.11E-13  1.44E-13  9.60E-14  5.21E-14  3.03E-14
             1.62E-14  6.21E-15  2.72E-15  1.12E-15  3.17E-16  1.18E-16  4.28E-17  1.10E-17  3.92E-18
    20       7.63E-13  5.39E-13  3.40E-13  2.39E-13  1.68E-13  1.04E-13  7.12E-14  4.74E-14  2.57E-14  1.50E-14
             8.03E-15  3.07E-15  1.35E-15  5.52E-16  1.57E-16  5.83E-17  2.12E-17  5.46E-18  1.94E-18
    21       9.05E-13  6.40E-13  4.04E-13  2.84E-13  2.00E-13  1.24E-13  8.46E-14  5.63E-14  3.06E-14  1.79E-14
             9.59E-15  3.67E-15  1.61E-15  6.61E-16  1.88E-16  6.99E-17  2.54E-17  6.54E-18  2.33E-18
    22       9.31E-13  6.58E-13  4.15E-13  2.93E-13  2.05E-13  1.28E-13  8.75E-14  5.85E-14  3.21E-14  1.89E-14
             1.02E-14  3.96E-15  1.75E-15  7.21E-16  2.06E-16  7.66E-17  2.79E-17  7.19E-18  2.56E-18
    23       3.93E-13  2.78E-13  1.75E-13  1.23E-13  8.68E-14  5.39E-14  3.70E-14  2.47E-14  1.36E-14  8.01E-15
             4.34E-15  1.68E-15  7.46E-16  3.07E-16  8.79E-17  3.27E-17  1.19E-17  3.07E-18  1.09E-18
    24       1.39E-15  9.83E-16  6.22E-16  4.41E-16  3.13E-16  2.01E-16  1.45E-16  1.06E-16  7.30E-17  5.67E-17
             4.47E-17  3.19E-17  2.34E-17  1.60E-17  8.46E-18  4.73E-18  2.44E-18  9.10E-19  4.01E-19
    26       9.33E-15  6.60E-15  4.18E-15  2.96E-15  2.10E-15  1.34E-15  9.58E-16  6.92E-16  4.54E-16  3.27E-16
             2.27E-16  1.26E-16  7.26E-17  3.78E-17  1.39E-17  5.93E-18  2.39E-18  6.73E-19  2.49E-19
    28       4.69E-15  3.32E-15  2.10E-15  1.49E-15  1.06E-15  6.74E-16  4.83E-16  3.50E-16  2.31E-16  1.68E-16
             1.17E-16  6.58E-17  3.81E-17  1.99E-17  7.31E-18  3.13E-18  1.26E-18  3.56E-19  1.32E-19
    29       3.64E-15  2.57E-15  1.63E-15  1.15E-15  8.19E-16  5.23E-16  3.76E-16  2.72E-16  1.81E-16  1.31E-16
             9.23E-17  5.19E-17  3.01E-17  1.58E-17  5.80E-18  2.49E-18  1.00E-18  2.83E-19  1.05E-19
    32       2.66E-15  1.88E-15  1.19E-15  8.40E-16  5.93E-16  3.72E-16  2.60E-16  1.79E-16  1.04E-16  6.50E-17
             3.74E-17  1.55E-17  7.13E-18  3.02E-18  8.85E-19  3.32E-19  1.22E-19  3.15E-20  1.12E-20
    33       2.57E-15  1.81E-15  1.15E-15  8.09E-16  5.71E-16  3.59E-16  2.51E-16  1.73E-16  1.01E-16  6.27E-17
             3.60E-17  1.50E-17  6.88E-18  2.92E-18  8.54E-19  3.21E-19  1.18E-19  3.04E-20  1.08E-20
    34       2.06E-17  1.46E-17  9.22E-18  6.52E-18  4.60E-18  2.89E-18  2.03E-18  1.40E-18  8.23E-19  5.16E-19
             2.99E-19  1.25E-19  5.78E-20  2.46E-20  7.21E-21  2.71E-21  9.94E-22  2.57E-22  9.18E-23
    37       4.28E-13  3.03E-13  1.92E-13  1.36E-13  9.60E-14  6.09E-14  4.33E-14  3.08E-14  1.98E-14  1.42E-14
             1.01E-14  6.32E-15  4.25E-15  2.72E-15  1.36E-15  7.42E-16  3.76E-16  1.38E-16  6.03E-17
    39       1.96E-13  1.39E-13  8.78E-14  6.22E-14  4.40E-14  2.80E-14  2.00E-14  1.43E-14  9.29E-15  6.73E-15
             4.85E-15  3.07E-15  2.09E-15  1.34E-15  6.76E-16  3.69E-16  1.87E-16  6.87E-17  3.00E-17
    41       1.05E-12  7.39E-13  4.67E-13  3.30E-13  2.33E-13  1.47E-13  1.03E-13  7.23E-14  4.41E-14  2.94E-14
             1.87E-14  9.26E-15  4.97E-15  2.46E-15  8.58E-16  3.59E-16  1.42E-16  3.96E-17  1.46E-17
    44       3.06E-13  2.16E-13  1.37E-13  9.67E-14  6.83E-14  4.31E-14  3.03E-14  2.12E-14  1.30E-14  8.67E-15
             5.52E-15  2.75E-15  1.48E-15  7.31E-16  2.56E-16  1.07E-16  4.25E-17  1.18E-17  4.35E-18
    45       2.03E-13  1.44E-13  9.09E-14  6.42E-14  4.54E-14  2.86E-14  2.02E-14  1.41E-14  8.64E-15  5.77E-15
             3.68E-15  1.83E-15  9.86E-16  4.88E-16  1.71E-16  7.14E-17  2.83E-17  7.88E-18  2.90E-18
    46       5.82E-13  4.12E-13  2.60E-13  1.84E-13  1.30E-13  8.22E-14  5.80E-14  4.07E-14  2.50E-14  1.68E-14
             1.08E-14  5.40E-15  2.91E-15  1.45E-15  5.07E-16  2.12E-16  8.44E-17  2.35E-17  8.65E-18
    47       4.67E-13  3.30E-13  2.09E-13  1.48E-13  1.04E-13  6.60E-14  4.66E-14  3.28E-14  2.03E-14  1.37E-14
