SEQ='N '     NUCCHG=10                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  26463393.1   NPRNTI= 4   NPRNTF= 8
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
             1.13E-15  3.63E-16  1.42E-16  5.36E-17  1.41E-17  5.08E-18  1.81E-18  4.61E-19  1.63E-19
   200       9.32E-14  6.58E-14  4.14E-14  2.90E-14  2.02E-14  1.22E-14  8.02E-15  5.00E-15  2.38E-15  1.22E-15
             5.66E-16  1.81E-16  7.10E-17  2.67E-17  7.06E-18  2.54E-18  9.04E-19  2.30E-19  8.14E-20
   202       2.27E-14  1.61E-14  1.02E-14  7.22E-15  5.14E-15  3.30E-15  2.39E-15  1.74E-15  1.16E-15  8.64E-16
             6.44E-16  4.35E-16  3.19E-16  2.27E-16  1.32E-16  8.06E-17  4.51E-17  1.85E-17  8.66E-18
   203       1.10E-14  7.80E-15  4.95E-15  3.51E-15  2.50E-15  1.61E-15  1.17E-15  8.54E-16  5.74E-16  4.28E-16
             3.20E-16  2.17E-16  1.59E-16  1.13E-16  6.61E-17  4.03E-17  2.25E-17  9.25E-18  4.33E-18
   206       6.03E-15  4.27E-15  2.70E-15  1.91E-15  1.36E-15  8.69E-16  6.24E-16  4.53E-16  3.00E-16  2.19E-16
             1.56E-16  9.16E-17  5.60E-17  3.13E-17  1.26E-17  5.70E-18  2.41E-18  7.09E-19  2.69E-19
   207       5.95E-14  4.21E-14  2.66E-14  1.89E-14  1.34E-14  8.58E-15  6.18E-15  4.49E-15  2.98E-15  2.18E-15
             1.55E-15  9.14E-16  5.59E-16  3.12E-16  1.25E-16  5.69E-17  2.41E-17  7.09E-18  2.69E-18
   208       3.54E-14  2.50E-14  1.58E-14  1.12E-14  7.98E-15  5.11E-15  3.68E-15  2.67E-15  1.78E-15  1.30E-15
             9.29E-16  5.48E-16  3.35E-16  1.87E-16  7.52E-17  3.41E-17  1.44E-17  4.25E-18  1.61E-18
   209       2.79E-14  1.97E-14  1.25E-14  8.88E-15  6.32E-15  4.06E-15  2.94E-15  2.15E-15  1.45E-15  1.07E-15
             7.65E-16  4.53E-16  2.78E-16  1.55E-16  6.25E-17  2.84E-17  1.20E-17  3.54E-18  1.34E-18
   210       1.10E-14  7.81E-15  4.95E-15  3.51E-15  2.50E-15  1.61E-15  1.17E-15  8.55E-16  5.75E-16  4.25E-16
             3.05E-16  1.81E-16  1.11E-16  6.22E-17  2.50E-17  1.14E-17  4.80E-18  1.41E-18  5.36E-19
   211       1.63E-14  1.16E-14  7.33E-15  5.20E-15  3.70E-15  2.39E-15  1.73E-15  1.27E-15  8.58E-16  6.34E-16
             4.56E-16  2.71E-16  1.66E-16  9.31E-17  3.75E-17  1.70E-17  7.20E-18  2.12E-18  8.03E-19
   213       1.65E-13  1.17E-13  7.37E-14  5.19E-14  3.64E-14  2.25E-14  1.53E-14  1.02E-14  5.54E-15  3.25E-15
             1.76E-15  6.89E-16  3.10E-16  1.30E-16  3.82E-17  1.44E-17  5.31E-18  1.38E-18  4.93E-19
   214       1.16E-13  8.22E-14  5.19E-14  3.65E-14  2.56E-14  1.59E-14  1.08E-14  7.21E-15  3.93E-15  2.31E-15
             1.25E-15  4.90E-16  2.21E-16  9.29E-17  2.72E-17  1.03E-17  3.78E-18  9.84E-19  3.51E-19
   215       3.48E-14  2.46E-14  1.55E-14  1.09E-14  7.67E-15  4.74E-15  3.24E-15  2.16E-15  1.18E-15  6.91E-16
             3.75E-16  1.47E-16  6.61E-17  2.78E-17  8.17E-18  3.09E-18  1.13E-18  2.95E-19  1.05E-19
   217       6.87E-14  4.85E-14  3.06E-14  2.16E-14  1.51E-14  9.38E-15  6.42E-15  4.28E-15  2.34E-15  1.37E-15
             7.46E-16  2.93E-16  1.32E-16  5.55E-17  1.63E-17  6.16E-18  2.26E-18  5.89E-19  2.10E-19
   218       7.84E-14  5.54E-14  3.50E-14  2.46E-14  1.73E-14  1.07E-14  7.37E-15  4.92E-15  2.70E-15  1.59E-15
             8.64E-16  3.40E-16  1.53E-16  6.45E-17  1.89E-17  7.16E-18  2.63E-18  6.85E-19  2.44E-19
   219       1.01E-13  7.12E-14  4.48E-14  3.14E-14  2.18E-14  1.31E-14  8.61E-15  5.35E-15  2.54E-15  1.29E-15
             5.99E-16  1.91E-16  7.49E-17  2.82E-17  7.44E-18  2.67E-18  9.52E-19  2.42E-19  8.58E-20
   220       5.05E-14  3.56E-14  2.24E-14  1.57E-14  1.09E-14  6.57E-15  4.31E-15  2.68E-15  1.27E-15  6.47E-16
             3.00E-16  9.56E-17  3.75E-17  1.41E-17  3.72E-18  1.34E-18  4.76E-19  1.21E-19  4.29E-20
   221       1.81E-13  1.28E-13  8.05E-14  5.64E-14  3.92E-14  2.36E-14  1.55E-14  9.62E-15  4.56E-15  2.33E-15
             1.08E-15  3.44E-16  1.35E-16  5.07E-17  1.34E-17  4.80E-18  1.71E-18  4.36E-19  1.54E-19
   222       1.18E-13  8.32E-14  5.21E-14  3.63E-14  2.49E-14  1.44E-14  9.04E-15  5.24E-15  2.20E-15  1.02E-15
             4.30E-16  1.24E-16  4.64E-17  1.69E-17  4.35E-18  1.55E-18  5.48E-19  1.39E-19  4.92E-20
   223       5.90E-14  4.16E-14  2.60E-14  1.81E-14  1.24E-14  7.22E-15  4.52E-15  2.62E-15  1.10E-15  5.08E-16
             2.15E-16  6.22E-17  2.32E-17  8.43E-18  2.17E-18  7.73E-19  2.74E-19  6.95E-20  2.46E-20
   224       1.52E-13  1.07E-13  6.70E-14  4.66E-14  3.20E-14  1.86E-14  1.16E-14  6.74E-15  2.83E-15  1.31E-15
             5.52E-16  1.60E-16  5.96E-17  2.17E-17  5.59E-18  1.99E-18  7.05E-19  1.79E-19  6.32E-20
   225       7.59E-14  5.35E-14  3.35E-14  2.33E-14  1.60E-14  9.29E-15  5.81E-15  3.37E-15  1.42E-15  6.54E-16
             2.76E-16  8.00E-17  2.98E-17  1.08E-17  2.79E-18  9.94E-19  3.52E-19  8.93E-20  3.16E-20
   226       1.85E-13  1.31E-13  8.19E-14  5.70E-14  3.91E-14  2.27E-14  1.42E-14  8.24E-15  3.46E-15  1.60E-15
             6.75E-16  1.95E-16  7.29E-17  2.65E-17  6.83E-18  2.43E-18  8.62E-19  2.18E-19  7.72E-20
   227       9.27E-14  6.53E-14  4.09E-14  2.85E-14  1.95E-14  1.14E-14  7.10E-15  4.12E-15  1.73E-15  7.99E-16
             3.38E-16  9.77E-17  3.64E-17  1.33E-17  3.41E-18  1.21E-18  4.31E-19  1.09E-19  3.86E-20
   228       5.44E-14  3.84E-14  2.43E-14  1.71E-14  1.20E-14  7.48E-15  5.14E-15  3.45E-15  1.90E-15  1.12E-15
             6.11E-16  2.41E-16  1.09E-16  4.58E-17  1.35E-17  5.09E-18  1.87E-18  4.87E-19  1.74E-19
   229       9.04E-14  6.38E-14  4.01E-14  2.81E-14  1.95E-14  1.18E-14  7.72E-15  4.80E-15  2.28E-15  1.16E-15
             5.38E-16  1.72E-16  6.73E-17  2.53E-17  6.68E-18  2.40E-18  8.56E-19  2.18E-19  7.70E-20
   230       1.06E-13  7.44E-14  4.63E-14  3.19E-14  2.15E-14  1.19E-14  7.06E-15  3.81E-15  1.44E-15  6.15E-16
             2.45E-16  6.73E-17  2.45E-17  8.81E-18  2.25E-18  7.98E-19  2.83E-19  7.16E-20  2.53E-20
   231       5.29E-14  3.72E-14  2.32E-14  1.60E-14  1.07E-14  5.97E-15  3.53E-15  1.90E-15  7.18E-16  3.07E-16
             1.22E-16  3.36E-17  1.23E-17  4.40E-18  1.13E-18  3.99E-19  1.41E-19  3.58E-20  1.27E-20
   232       1.29E-13  9.09E-14  5.66E-14  3.90E-14  2.63E-14  1.46E-14  8.63E-15  4.65E-15  1.75E-15  7.51E-16
             2.99E-16  8.22E-17  3.00E-17  1.08E-17  2.75E-18  9.76E-19  3.46E-19  8.75E-20  3.09E-20
   233       6.47E-14  4.55E-14  2.83E-14  1.95E-14  1.31E-14  7.29E-15  4.32E-15  2.33E-15  8.77E-16  3.76E-16
             1.50E-16  4.11E-17  1.50E-17  5.38E-18  1.38E-18  4.88E-19  1.73E-19  4.37E-20  1.55E-20
   234       1.53E-13  1.07E-13  6.69E-14  4.61E-14  3.10E-14  1.72E-14  1.02E-14  5.50E-15  2.07E-15  8.88E-16
             3.54E-16  9.72E-17  3.54E-17  1.27E-17  3.25E-18  1.15E-18  4.08E-19  1.03E-19  3.66E-20
   235       7.64E-14  5.37E-14  3.34E-14  2.31E-14  1.55E-14  8.62E-15  5.10E-15  2.75E-15  1.04E-15  4.44E-16
             1.77E-16  4.86E-17  1.77E-17  6.36E-18  1.63E-18  5.76E-19  2.04E-19  5.17E-20  1.83E-20
   236       6.41E-14  4.49E-14  2.77E-14  1.89E-14  1.24E-14  6.53E-15  3.64E-15  1.83E-15  6.30E-16  2.55E-16
             9.78E-17  2.61E-17  9.40E-18  3.35E-18  8.53E-19  3.02E-19  1.07E-19  2.71E-20  9.58E-21
   237       3.20E-14  2.25E-14  1.39E-14  9.43E-15  6.20E-15  3.26E-15  1.82E-15  9.15E-16  3.15E-16  1.28E-16
             4.89E-17  1.30E-17  4.70E-18  1.68E-18  4.27E-19  1.51E-19  5.35E-20  1.35E-20  4.79E-21
   238       7.57E-14  5.31E-14  3.28E-14  2.23E-14  1.47E-14  7.71E-15  4.30E-15  2.16E-15  7.45E-16  3.02E-16
             1.16E-16  3.08E-17  1.11E-17  3.96E-18  1.01E-18  3.57E-19  1.26E-19  3.20E-20  1.13E-20
   239       3.79E-14  2.65E-14  1.64E-14  1.11E-14  7.33E-15  3.86E-15  2.15E-15  1.08E-15  3.72E-16  1.51E-16
             5.78E-17  1.54E-17  5.55E-18  1.98E-18  5.04E-19  1.79E-19  6.32E-20  1.60E-20  5.66E-21
   240       8.74E-14  6.13E-14  3.78E-14  2.57E-14  1.69E-14  8.90E-15  4.96E-15  2.49E-15  8.59E-16  3.48E-16
             1.33E-16  3.56E-17  1.28E-17  4.57E-18  1.16E-18  4.12E-19  1.46E-19  3.69E-20  1.31E-20
   241       4.37E-14  3.06E-14  1.89E-14  1.29E-14  8.46E-15  4.45E-15  2.48E-15  1.25E-15  4.30E-16  1.74E-16
             6.67E-17  1.78E-17  6.41E-18  2.29E-18  5.82E-19  2.06E-19  7.30E-20  1.85E-20  6.53E-21
   242       1.99E-14  1.39E-14  8.47E-15  5.67E-15  3.63E-15  1.80E-15  9.45E-16  4.46E-16  1.43E-16  5.58E-17
             2.08E-17  5.46E-18  1.95E-18  6.95E-19  1.76E-19  6.25E-20  2.21E-20  5.59E-21  1.98E-21
   243       9.93E-15  6.94E-15  4.24E-15  2.83E-15  1.81E-15  8.99E-16  4.72E-16  2.23E-16  7.15E-17  2.79E-17
             1.04E-17  2.73E-18  9.77E-19  3.48E-19  8.82E-20  3.12E-20  1.11E-20  2.80E-21  9.89E-22
   244       2.29E-14  1.60E-14  9.78E-15  6.54E-15  4.19E-15  2.08E-15  1.09E-15  5.15E-16  1.65E-16  6.44E-17
             2.40E-17  6.30E-18  2.25E-18  8.02E-19  2.04E-19  7.21E-20  2.55E-20  6.45E-21  2.28E-21
   245       1.15E-14  8.00E-15  4.89E-15  3.27E-15  2.09E-15  1.04E-15  5.45E-16  2.57E-16  8.25E-17  3.22E-17
             1.20E-17  3.15E-18  1.13E-18  4.01E-19  1.02E-19  3.60E-20  1.28E-20  3.23E-21  1.14E-21
   246       2.60E-14  1.81E-14  1.11E-14  7.41E-15  4.74E-15  2.35E-15  1.24E-15  5.83E-16  1.87E-16  7.29E-17
             2.72E-17  7.14E-18  2.56E-18  9.09E-19  2.31E-19  8.17E-20  2.89E-20  7.32E-21  2.59E-21
   247       1.30E-14  9.07E-15  5.54E-15  3.71E-15  2.37E-15  1.18E-15  6.18E-16  2.92E-16  9.35E-17  3.65E-17
             1.36E-17  3.57E-18  1.28E-18  4.54E-19  1.15E-19  4.09E-20  1.45E-20  3.66E-21  1.29E-21
   248       1.40E-13  9.85E-14  6.20E-14  4.34E-14  3.02E-14  1.82E-14  1.19E-14  7.43E-15  3.53E-15  1.80E-15
             8.35E-16  2.66E-16  1.04E-16  3.93E-17  1.04E-17  3.72E-18  1.33E-18  3.38E-19  1.20E-19
   249       6.95E-14  4.90E-14  3.08E-14  2.16E-14  1.50E-14  9.06E-15  5.95E-15  3.70E-15  1.76E-15  8.98E-16
             4.17E-16  1.33E-16  5.21E-17  1.96E-17  5.18E-18  1.86E-18  6.63E-19  1.69E-19  5.97E-20
   252       9.69E-18  6.91E-18  4.48E-18  3.30E-18  2.53E-18  1.97E-18  1.85E-18  1.92E-18  2.11E-18  2.15E-18
             1.97E-18  1.44E-18  9.78E-19  5.83E-19  2.47E-19  1.14E-19  4.91E-20  1.46E-20  5.57E-21
   253       5.16E-18  3.68E-18  2.39E-18  1.76E-18  1.35E-18  1.06E-18  1.00E-18  1.04E-18  1.16E-18  1.19E-18
             1.09E-18  8.00E-19  5.43E-19  3.24E-19  1.37E-19  6.36E-20  2.73E-20  8.12E-21  3.09E-21
   254       8.79E-19  6.28E-19  4.11E-19  3.08E-19  2.43E-19  2.10E-19  2.28E-19  2.89E-19  4.21E-19  5.11E-19
             5.36E-19  4.43E-19  3.18E-19  1.97E-19  8.58E-20  4.04E-20  1.75E-20  5.25E-21  2.00E-21
   255       6.57E-18  4.69E-18  3.05E-18  2.26E-18  1.75E-18  1.38E-18  1.27E-18  1.22E-18  1.08E-18  8.61E-19
             5.88E-19  2.84E-19  1.42E-19  6.39E-20  1.98E-20  7.66E-21  2.85E-21  7.49E-22  2.68E-22
   257       1.84E-19  1.31E-19  8.55E-20  6.34E-20  4.91E-20  3.91E-20  3.63E-20  3.51E-20  3.14E-20  2.50E-20
             1.71E-20  8.30E-21  4.15E-21  1.87E-21  5.80E-22  2.24E-22  8.37E-23  2.20E-23  7.87E-24
   258       8.77E-19  6.26E-19  4.09E-19  3.04E-19  2.36E-19  1.89E-19  1.78E-19  1.74E-19  1.57E-19  1.26E-19
             8.66E-20  4.20E-20  2.10E-20  9.49E-21  2.95E-21  1.14E-21  4.25E-22  1.12E-22  4.00E-23
   260       1.31E-20  9.32E-21  6.07E-21  4.49E-21  3.46E-21  2.68E-21  2.35E-21  2.06E-21  1.50E-21  9.82E-22
             5.47E-22  2.04E-22  8.57E-23  3.36E-23  9.15E-24  3.32E-24  1.19E-24  3.04E-25  1.08E-25
   275       2.04E-19  1.47E-19  9.85E-20  7.69E-20  6.58E-20  6.82E-20  8.56E-20  1.15E-19  1.47E-19  1.43E-19
             1.13E-19  6.23E-20  3.31E-20  1.56E-20  4.99E-21  1.96E-21  7.36E-22  1.94E-22  6.98E-23
   282       2.51E-19  1.83E-19  1.27E-19  1.05E-19  9.91E-20  1.24E-19  1.77E-19  2.61E-19  3.81E-19  4.29E-19
             4.14E-19  3.11E-19  2.13E-19  1.27E-19  5.39E-20  2.50E-20  1.07E-20  3.20E-21  1.22E-21
   283       1.29E-19  9.43E-20  6.57E-20  5.45E-20  5.19E-20  6.62E-20  9.60E-20  1.43E-19  2.09E-19  2.37E-19
             2.29E-19  1.72E-19  1.18E-19  7.05E-20  2.99E-20  1.39E-20  5.96E-21  1.78E-21  6.77E-22
   285       1.10E-19  8.14E-20  5.95E-20  5.32E-20  5.73E-20  8.63E-20  1.30E-19  1.81E-19  2.12E-19  1.88E-19
             1.36E-19  6.82E-20  3.45E-20  1.57E-20  4.88E-21  1.89E-21  7.06E-22  1.85E-22  6.65E-23
   287       2.81E-21  2.09E-21  1.54E-21  1.39E-21  1.52E-21  2.36E-21  3.62E-21  5.08E-21  6.01E-21  5.33E-21
             3.87E-21  1.94E-21  9.84E-22  4.47E-22  1.39E-22  5.40E-23  2.02E-23  5.29E-24  1.90E-24
   288       1.33E-20  9.90E-21  7.35E-21  6.75E-21  7.57E-21  1.22E-20  1.90E-20  2.71E-20  3.23E-20  2.88E-20
             2.09E-20  1.05E-20  5.34E-21  2.43E-21  7.57E-22  2.93E-22  1.09E-22  2.88E-23  1.03E-23


 -----------------------------------------
 PRTF= 1  TRMPRT= (3P)  SPNPRT= 3  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     2       1.45E-11  1.02E-11  6.47E-12  4.58E-12  3.24E-12  2.05E-12  1.45E-12  1.02E-12  6.45E-13  4.52E-13
             3.11E-13  1.78E-13  1.08E-13  6.01E-14  2.39E-14  1.08E-14  4.53E-15  1.33E-15  5.03E-16
     3       2.93E-12  2.07E-12  1.31E-12  9.24E-13  6.52E-13  4.09E-13  2.86E-13  1.98E-13  1.19E-13  7.94E-14
             5.15E-14  2.77E-14  1.67E-14  9.57E-15  4.28E-15  2.20E-15  1.07E-15  3.87E-16  1.70E-16
     4       2.06E-12  1.46E-12  9.19E-13  6.48E-13  4.55E-13  2.83E-13  1.95E-13  1.31E-13  7.49E-14  4.72E-14
             2.88E-14  1.43E-14  8.16E-15  4.48E-15  1.90E-15  9.42E-16  4.47E-16  1.56E-16  6.73E-17
     5       1.61E-12  1.14E-12  7.16E-13  5.03E-13  3.52E-13  2.15E-13  1.45E-13  9.53E-14  5.14E-14  3.07E-14
             1.78E-14  8.26E-15  4.50E-15  2.39E-15  9.79E-16  4.77E-16  2.23E-16  7.70E-17  3.29E-17
     6       1.34E-12  9.42E-13  5.93E-13  4.15E-13  2.89E-13  1.74E-13  1.15E-13  7.33E-14  3.76E-14  2.15E-14
             1.19E-14  5.25E-15  2.77E-15  1.43E-15  5.72E-16  2.75E-16  1.27E-16  4.35E-17  1.85E-17
     7       1.15E-12  8.09E-13  5.08E-13  3.55E-13  2.45E-13  1.45E-13  9.42E-14  5.84E-14  2.87E-14  1.58E-14
             8.46E-15  3.58E-15  1.84E-15  9.29E-16  3.64E-16  1.73E-16  7.96E-17  2.70E-17  1.14E-17
     8       1.01E-12  7.11E-13  4.45E-13  3.09E-13  2.12E-13  1.24E-13  7.87E-14  4.76E-14  2.25E-14  1.21E-14
             6.26E-15  2.56E-15  1.29E-15  6.40E-16  2.47E-16  1.16E-16  5.31E-17  1.79E-17  7.56E-18
     9       9.01E-13  6.34E-13  3.96E-13  2.74E-13  1.86E-13  1.07E-13  6.68E-14  3.95E-14  1.81E-14  9.45E-15
             4.79E-15  1.90E-15  9.41E-16  4.62E-16  1.76E-16  8.22E-17  3.74E-17  1.25E-17  5.28E-18
    10       8.14E-13  5.72E-13  3.56E-13  2.45E-13  1.66E-13  9.35E-14  5.73E-14  3.32E-14  1.47E-14  7.56E-15
             3.76E-15  1.46E-15  7.11E-16  3.45E-16  1.30E-16  6.03E-17  2.73E-17  9.12E-18  3.83E-18
    11       7.42E-13  5.21E-13  3.23E-13  2.22E-13  1.48E-13  8.24E-14  4.97E-14  2.82E-14  1.22E-14  6.15E-15
             3.01E-15  1.15E-15  5.51E-16  2.65E-16  9.85E-17  4.56E-17  2.06E-17  6.85E-18  2.87E-18
    12       6.82E-13  4.78E-13  2.96E-13  2.02E-13  1.34E-13  7.31E-14  4.34E-14  2.42E-14  1.03E-14  5.08E-15
             2.45E-15  9.18E-16  4.37E-16  2.08E-16  7.67E-17  3.53E-17  1.59E-17  5.27E-18  2.21E-18
    13       6.31E-13  4.42E-13  2.72E-13  1.85E-13  1.22E-13  6.53E-14  3.82E-14  2.10E-14  8.71E-15  4.26E-15
             2.03E-15  7.48E-16  3.53E-16  1.66E-16  6.10E-17  2.80E-17  1.26E-17  4.16E-18  1.74E-18
    14       5.87E-13  4.10E-13  2.52E-13  1.70E-13  1.11E-13  5.86E-14  3.38E-14  1.83E-14  7.47E-15  3.60E-15
             1.70E-15  6.18E-16  2.89E-16  1.36E-16  4.93E-17  2.25E-17  1.01E-17  3.32E-18  1.39E-18
    15       5.50E-13  3.84E-13  2.35E-13  1.57E-13  1.02E-13  5.31E-14  3.02E-14  1.61E-14  6.48E-15  3.09E-15
             1.44E-15  5.19E-16  2.41E-16  1.12E-16  4.05E-17  1.84E-17  8.20E-18  2.70E-18  1.12E-18
    16       5.17E-13  3.60E-13  2.19E-13  1.46E-13  9.39E-14  4.82E-14  2.71E-14  1.43E-14  5.64E-15  2.66E-15
             1.23E-15  4.39E-16  2.02E-16  9.37E-17  3.37E-17  1.53E-17  6.78E-18  2.23E-18  9.26E-19
    17       4.59E-13  3.19E-13  1.92E-13  1.27E-13  7.99E-14  3.99E-14  2.19E-14  1.13E-14  4.35E-15  2.02E-15
             9.19E-16  3.22E-16  1.47E-16  6.75E-17  2.40E-17  1.08E-17  4.80E-18  1.57E-18  6.44E-19
    18       4.13E-13  2.86E-13  1.70E-13  1.11E-13  6.90E-14  3.36E-14  1.81E-14  9.14E-15  3.44E-15  1.58E-15
             7.08E-16  2.45E-16  1.11E-16  5.04E-17  1.78E-17  7.99E-18  3.52E-18  1.15E-18  4.68E-19
    19       3.75E-13  2.58E-13  1.53E-13  9.82E-14  6.00E-14  2.85E-14  1.51E-14  7.50E-15  2.77E-15  1.26E-15
             5.58E-16  1.91E-16  8.55E-17  3.87E-17  1.36E-17  6.06E-18  2.66E-18  8.65E-19  3.58E-19
    20       3.28E-13  2.24E-13  1.31E-13  8.26E-14  4.94E-14  2.27E-14  1.17E-14  5.72E-15  2.07E-15  9.22E-16
             4.05E-16  1.36E-16  6.04E-17  2.71E-17  9.41E-18  4.19E-18  1.83E-18  5.93E-19  2.44E-19
    21       2.80E-13  1.90E-13  1.08E-13  6.69E-14  3.90E-14  1.73E-14  8.70E-15  4.15E-15  1.46E-15  6.41E-16
             2.77E-16  9.19E-17  4.03E-17  1.79E-17  6.16E-18  2.73E-18  1.19E-18  3.83E-19  1.57E-19
    22       2.28E-13  1.53E-13  8.42E-14  5.04E-14  2.84E-14  1.20E-14  5.86E-15  2.72E-15  9.30E-16  4.01E-16
             1.71E-16  5.57E-17  2.41E-17  1.06E-17  3.60E-18  1.58E-18  6.86E-19  2.20E-19  9.00E-20
    23       2.02E-13  1.34E-13  7.23E-14  4.25E-14  2.34E-14  9.66E-15  4.63E-15  2.12E-15  7.15E-16  3.05E-16
             1.29E-16  4.16E-17  1.79E-17  7.83E-18  2.64E-18  1.16E-18  5.00E-19  1.60E-19  6.53E-20
    24       1.71E-13  1.12E-13  5.86E-14  3.35E-14  1.80E-14  7.19E-15  3.38E-15  1.52E-15  5.02E-16  2.12E-16
             8.89E-17  2.83E-17  1.21E-17  5.25E-18  1.76E-18  7.66E-19  3.30E-19  1.05E-19  4.27E-20
    25       1.55E-13  9.98E-14  5.14E-14  2.90E-14  1.53E-14  6.00E-15  2.78E-15  1.24E-15  4.06E-16  1.71E-16
             7.11E-17  2.25E-17  9.57E-18  4.13E-18  1.38E-18  5.99E-19  2.57E-19  8.16E-20  3.32E-20
    26       1.35E-13  8.53E-14  4.28E-14  2.36E-14  1.22E-14  4.67E-15  2.14E-15  9.40E-16  3.04E-16  1.27E-16
             5.24E-17  1.64E-17  6.96E-18  2.99E-18  9.91E-19  4.29E-19  1.84E-19  5.81E-20  2.35E-20
    27       1.18E-13  7.37E-14  3.61E-14  1.95E-14  9.91E-15  3.71E-15  1.68E-15  7.30E-16  2.34E-16  9.68E-17
             3.98E-17  1.24E-17  5.22E-18  2.23E-18  7.37E-19  3.18E-19  1.36E-19  4.28E-20  1.73E-20
    28       9.86E-14  6.02E-14  2.85E-14  1.50E-14  7.45E-15  2.72E-15  1.21E-15  5.21E-16  1.64E-16  6.75E-17
             2.76E-17  8.53E-18  3.57E-18  1.52E-18  4.97E-19  2.14E-19  9.10E-20  2.85E-20  1.14E-20
    29       8.08E-14  4.81E-14  2.19E-14  1.13E-14  5.46E-15  1.94E-15  8.51E-16  3.62E-16  1.13E-16  4.59E-17
             1.86E-17  5.72E-18  2.38E-18  1.01E-18  3.27E-19  1.40E-19  5.96E-20  1.87E-20  7.57E-21
    30       5.94E-14  3.40E-14  1.48E-14  7.30E-15  3.43E-15  1.18E-15  5.07E-16  2.12E-16  6.51E-17  2.63E-17
             1.06E-17  3.20E-18  1.32E-18  5.55E-19  1.79E-19  7.63E-20  3.23E-20  1.01E-20  4.06E-21
    31       4.79E-14  2.67E-14  1.12E-14  5.42E-15  2.50E-15  8.43E-16  3.58E-16  1.48E-16  4.50E-17  1.81E-17
             7.23E-18  2.18E-18  8.94E-19  3.73E-19  1.20E-19  5.09E-20  2.15E-20  6.68E-21  2.68E-21
    32       3.46E-14  1.86E-14  7.46E-15  3.51E-15  1.58E-15  5.20E-16  2.18E-16  8.91E-17  2.67E-17  1.06E-17
             4.23E-18  1.26E-18  5.15E-19  2.14E-19  6.82E-20  2.88E-20  1.21E-20  3.74E-21  1.49E-21
    33       2.69E-14  1.41E-14  5.46E-15  2.52E-15  1.11E-15  3.61E-16  1.50E-16  6.08E-17  1.81E-17  7.17E-18
             2.84E-18  8.42E-19  3.42E-19  1.41E-19  4.48E-20  1.89E-20  7.91E-21  2.43E-21  9.64E-22
    34       1.83E-14  9.22E-15  3.43E-15  1.54E-15  6.68E-16  2.12E-16  8.67E-17  3.49E-17  1.03E-17  4.04E-18
             1.59E-18  4.68E-19  1.89E-19  7.77E-20  2.45E-20  1.03E-20  4.29E-21  1.32E-21  5.29E-22
    35       1.34E-14  6.57E-15  2.37E-15  1.05E-15  4.48E-16  1.40E-16  5.68E-17  2.27E-17  6.64E-18  2.60E-18
             1.02E-18  2.98E-19  1.20E-19  4.91E-20  1.54E-20  6.43E-21  2.68E-21  8.23E-22  3.28E-22
    36       8.15E-15  3.86E-15  1.34E-15  5.77E-16  2.42E-16  7.42E-17  2.98E-17  1.18E-17  3.41E-18  1.33E-18
             5.17E-19  1.50E-19  6.01E-20  2.45E-20  7.62E-21  3.17E-21  1.31E-21  4.00E-22  1.58E-22
    37       5.77E-15  2.67E-15  9.05E-16  3.85E-16  1.60E-16  4.84E-17  1.93E-17  7.60E-18  2.19E-18  8.47E-19
             3.29E-19  9.52E-20  3.79E-20  1.54E-20  4.77E-21  1.98E-21  8.17E-22  2.47E-22  9.73E-23
    38       3.37E-15  1.51E-15  4.98E-16  2.08E-16  8.51E-17  2.54E-17  1.00E-17  3.93E-18  1.12E-18  4.32E-19
             1.67E-19  4.80E-20  1.90E-20  7.68E-21  2.37E-21  9.77E-22  4.03E-22  1.23E-22  4.87E-23
    39       2.27E-15  1.00E-15  3.23E-16  1.33E-16  5.40E-17  1.60E-17  6.28E-18  2.44E-18  6.94E-19  2.67E-19
             1.03E-19  2.95E-20  1.16E-20  4.68E-21  1.44E-21  5.91E-22  2.43E-22  7.36E-23  2.91E-23
    40       1.20E-15  5.14E-16  1.62E-16  6.59E-17  2.64E-17  7.72E-18  3.01E-18  1.16E-18  3.29E-19  1.26E-19
             4.82E-20  1.37E-20  5.40E-21  2.16E-21  6.59E-22  2.70E-22  1.11E-22  3.32E-23  1.30E-23
    41       8.31E-16  3.53E-16  1.10E-16  4.45E-17  1.77E-17  5.16E-18  2.00E-18  7.73E-19  2.17E-19  8.30E-20
             3.17E-20  9.02E-21  3.54E-21  1.41E-21  4.30E-22  1.76E-22  7.18E-23  2.14E-23  8.36E-24
    42       4.86E-16  2.04E-16  6.28E-17  2.52E-17  9.99E-18  2.89E-18  1.12E-18  4.29E-19  1.20E-19  4.58E-20
             1.75E-20  4.96E-21  1.94E-21  7.73E-22  2.34E-22  9.56E-23  3.90E-23  1.17E-23  4.63E-24

                                                                                              -----------------
                                                                                              SYS= 2  SPNSYS= 4
   IREP
   ----
     2       8.71E-12  6.16E-12  3.89E-12  2.75E-12  1.95E-12  1.23E-12  8.68E-13  6.12E-13  3.84E-13  2.66E-13
