SEQ='C '     NUCCHG=10                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  25455599.3   NPRNTI= 2   NPRNTF= 7
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   377     2    2S1 2P2 8J1         (3)7(22.0)  1063781.9*
   378     2    2S1 2P2 8J1         (5)8(42.0)  1063781.9*
   379     2    2S1 2P2 8J1         (3)8(25.0)  1063781.9*
   380     2    2S1 2P2 8F1         (5)3(17.0)  1063805.1*
   381     2    2S1 2P2 8D1         (3)2( 7.0)  1063863.0*
   382     2    2S1 2P2 8F1         (3)3(10.0)  1063927.6*
   383     4    2S1 2P2 4D1         (3)2( 7.0)  1065497.3*
   384     5    2S1 2P2 4P1         (3)2( 7.0)  1071183.4*
   385     3    2S1 2P2 5P1         (3)2( 7.0)  1072709.9*
   386     5    2S1 2P2 4P1         (3)1( 4.0)  1072792.1*
   387     3    2S1 2P2 5P1         (3)1( 4.0)  1073670.4*
   388     5    2S1 2P2 4P1         (3)0( 1.0)  1078302.4*
   389     3    2S1 2P2 5D1         (3)3(10.0)  1080112.6*
   390     3    2S1 2P2 5D1         (3)2( 7.0)  1080941.4*
   391     3    2S1 2P2 5D1         (3)1( 4.0)  1081999.6*
   392     5    2S1 2P2 4D1         (3)3(10.0)  1089221.9*
   393     5    2S1 2P2 4D1         (3)2( 7.0)  1091270.2*
   394     5    2S1 2P2 4D1         (3)1( 4.0)  1092169.2*

   N-SHELL INDEXING                                     NREP= 42
   ----------------
   IREP    N
   -----   -
     1     1
     2     2
     3     3
     4     4
     5     5
     6     6
     7     7
     8     8
     9     9
    10    10
    11    11
    12    12
    13    13
    14    14
    15    15
    16    16
    17    18
    18    20
    19    22
    20    25
    21    29
    22    35
    23    39
    24    45
    25    49
    26    55
    27    61
    28    70
    29    81
    30   100
    31   115
    32   140
    33   162
    34   200
    35   235
    36   300
    37   353
    38   450
    39   535
    40   700
    41   811
    42   999



 --------------------------------
 PRTI= 1  TRMPRT= (2P)  SPNPRT= 2

   INDX TE=  2.50E+02  5.00E+02  1.25E+03  2.50E+03  5.00E+03  1.25E+04  2.50E+04  5.00E+04  1.25E+05  2.50E+05
   ---- ---  5.00E+05  1.25E+06  2.50E+06  5.00E+06  1.25E+07  2.50E+07  5.00E+07  1.25E+08  2.50E+08
     1       1.71E-11  1.21E-11  7.63E-12  5.39E-12  3.81E-12  2.40E-12  1.69E-12  1.19E-12  7.34E-13  5.00E-13
             3.29E-13  1.74E-13  9.86E-14  5.11E-14  1.87E-14  8.02E-15  3.24E-15  9.14E-16  3.39E-16
     2       8.65E-12  6.11E-12  3.87E-12  2.73E-12  1.93E-12  1.22E-12  8.59E-13  6.04E-13  3.74E-13  2.56E-13
             1.70E-13  9.09E-14  5.19E-14  2.71E-14  1.00E-14  4.30E-15  1.74E-15  4.93E-16  1.83E-16
     3       1.64E-12  1.16E-12  7.32E-13  5.18E-13  3.66E-13  2.31E-13  1.63E-13  1.15E-13  7.15E-14  4.92E-14
             3.29E-14  1.78E-14  1.03E-14  5.41E-15  2.01E-15  8.71E-16  3.54E-16  1.00E-16  3.73E-17
     6       4.99E-14  3.53E-14  2.23E-14  1.58E-14  1.12E-14  7.16E-15  5.13E-15  3.73E-15  2.55E-15  2.01E-15
             1.68E-15  1.40E-15  1.19E-15  9.42E-16  5.85E-16  3.57E-16  1.97E-16  7.82E-17  3.55E-17
     8       1.14E-14  8.07E-15  5.11E-15  3.62E-15  2.57E-15  1.64E-15  1.18E-15  8.67E-16  6.05E-16  4.93E-16
             4.31E-16  3.87E-16  3.47E-16  2.85E-16  1.83E-16  1.14E-16  6.34E-17  2.54E-17  1.16E-17
     9       2.22E-16  1.57E-16  9.92E-17  7.03E-17  4.98E-17  3.17E-17  2.27E-17  1.64E-17  1.10E-17  8.34E-18
             6.36E-18  4.21E-18  2.80E-18  1.65E-18  6.86E-19  3.14E-19  1.32E-19  3.87E-20  1.46E-20
    10       1.04E-16  7.36E-17  4.66E-17  3.30E-17  2.34E-17  1.49E-17  1.07E-17  7.79E-18  5.28E-18  4.06E-18
             3.16E-18  2.15E-18  1.45E-18  8.69E-19  3.66E-19  1.68E-19  7.12E-20  2.09E-20  7.89E-21
    11       1.53E-16  1.08E-16  6.85E-17  4.85E-17  3.45E-17  2.21E-17  1.59E-17  1.17E-17  8.17E-18  6.51E-18
             5.31E-18  3.86E-18  2.71E-18  1.67E-18  7.22E-19  3.36E-19  1.43E-19  4.24E-20  1.60E-20
    12       9.76E-13  6.90E-13  4.37E-13  3.09E-13  2.19E-13  1.39E-13  9.86E-14  7.04E-14  4.56E-14  3.31E-14
             2.42E-14  1.58E-14  1.12E-14  7.55E-15  4.07E-15  2.33E-15  1.23E-15  4.74E-16  2.14E-16
    13       3.06E-13  2.16E-13  1.37E-13  9.68E-14  6.86E-14  4.35E-14  3.10E-14  2.22E-14  1.44E-14  1.05E-14
             7.75E-15  5.13E-15  3.65E-15  2.48E-15  1.34E-15  7.71E-16  4.09E-16  1.58E-16  7.10E-17
    14       5.40E-13  3.81E-13  2.41E-13  1.70E-13  1.20E-13  7.61E-14  5.36E-14  3.77E-14  2.33E-14  1.58E-14
             1.03E-14  5.38E-15  3.01E-15  1.55E-15  5.68E-16  2.44E-16  9.92E-17  2.81E-17  1.05E-17
    15       2.62E-12  1.86E-12  1.17E-12  8.29E-13  5.86E-13  3.70E-13  2.61E-13  1.84E-13  1.14E-13  7.74E-14
             5.07E-14  2.65E-14  1.49E-14  7.68E-15  2.82E-15  1.21E-15  4.93E-16  1.40E-16  5.21E-17
    16       5.03E-13  3.56E-13  2.25E-13  1.59E-13  1.12E-13  7.11E-14  5.02E-14  3.53E-14  2.20E-14  1.50E-14
             9.88E-15  5.20E-15  2.93E-15  1.51E-15  5.58E-16  2.40E-16  9.77E-17  2.78E-17  1.03E-17
    17       1.33E-12  9.40E-13  5.95E-13  4.20E-13  2.97E-13  1.88E-13  1.33E-13  9.43E-14  5.92E-14  4.09E-14
             2.73E-14  1.46E-14  8.35E-15  4.36E-15  1.62E-15  7.01E-16  2.86E-16  8.14E-17  3.03E-17
    18       6.79E-13  4.80E-13  3.04E-13  2.15E-13  1.52E-13  9.64E-14  6.83E-14  4.85E-14  3.07E-14  2.14E-14
             1.44E-14  7.82E-15  4.49E-15  2.36E-15  8.81E-16  3.83E-16  1.56E-16  4.45E-17  1.66E-17
    19       1.18E-13  8.34E-14  5.27E-14  3.73E-14  2.64E-14  1.68E-14  1.19E-14  8.51E-15  5.46E-15  3.86E-15
             2.64E-15  1.46E-15  8.52E-16  4.52E-16  1.70E-16  7.43E-17  3.04E-17  8.70E-18  3.25E-18
    21       5.45E-13  3.85E-13  2.43E-13  1.71E-13  1.20E-13  7.43E-14  5.09E-14  3.38E-14  1.84E-14  1.08E-14
             5.79E-15  2.24E-15  9.96E-16  4.13E-16  1.19E-16  4.45E-17  1.62E-17  4.20E-18  1.50E-18
    22       2.25E-12  1.59E-12  1.00E-12  7.08E-13  4.97E-13  3.08E-13  2.11E-13  1.40E-13  7.64E-14  4.47E-14
             2.41E-14  9.33E-15  4.15E-15  1.72E-15  4.96E-16  1.86E-16  6.78E-17  1.75E-17  6.24E-18
    23       1.53E-12  1.08E-12  6.82E-13  4.81E-13  3.38E-13  2.09E-13  1.43E-13  9.56E-14  5.23E-14  3.07E-14
             1.66E-14  6.46E-15  2.88E-15  1.20E-15  3.46E-16  1.30E-16  4.73E-17  1.22E-17  4.36E-18
    24       8.91E-13  6.30E-13  3.97E-13  2.80E-13  1.97E-13  1.22E-13  8.35E-14  5.58E-14  3.06E-14  1.80E-14
             9.75E-15  3.81E-15  1.70E-15  7.08E-16  2.05E-16  7.66E-17  2.80E-17  7.24E-18  2.58E-18
    25       6.27E-13  4.43E-13  2.80E-13  1.97E-13  1.39E-13  8.60E-14  5.91E-14  3.96E-14  2.18E-14  1.29E-14
             7.08E-15  2.79E-15  1.25E-15  5.24E-16  1.52E-16  5.70E-17  2.09E-17  5.40E-18  1.93E-18
    26       2.68E-13  1.90E-13  1.20E-13  8.43E-14  5.93E-14  3.68E-14  2.53E-14  1.69E-14  9.35E-15  5.54E-15
             3.03E-15  1.19E-15  5.36E-16  2.24E-16  6.51E-17  2.44E-17  8.93E-18  2.31E-18  8.24E-19
    38       3.61E-13  2.55E-13  1.61E-13  1.14E-13  8.09E-14  5.15E-14  3.67E-14  2.63E-14  1.72E-14  1.25E-14
             9.17E-15  5.99E-15  4.23E-15  2.85E-15  1.53E-15  8.76E-16  4.63E-16  1.78E-16  8.03E-17
    40       1.16E-13  8.18E-14  5.18E-14  3.66E-14  2.60E-14  1.65E-14  1.18E-14  8.48E-15  5.56E-15  4.08E-15
             3.00E-15  1.97E-15  1.40E-15  9.44E-16  5.09E-16  2.91E-16  1.54E-16  5.94E-17  2.67E-17
    42       1.95E-13  1.38E-13  8.74E-14  6.18E-14  4.37E-14  2.77E-14  1.96E-14  1.38E-14  8.65E-15  5.94E-15
             3.93E-15  2.07E-15  1.17E-15  6.06E-16  2.23E-16  9.64E-17  3.92E-17  1.11E-17  4.15E-18
    43       9.58E-13  6.78E-13  4.28E-13  3.03E-13  2.14E-13  1.36E-13  9.61E-14  6.80E-14  4.26E-14  2.93E-14
             1.94E-14  1.03E-14  5.81E-15  3.01E-15  1.11E-15  4.80E-16  1.95E-16  5.55E-17  2.07E-17
    44       1.86E-13  1.32E-13  8.32E-14  5.89E-14  4.17E-14  2.64E-14  1.87E-14  1.33E-14  8.34E-15  5.76E-15
             3.83E-15  2.04E-15  1.15E-15  5.99E-16  2.21E-16  9.56E-17  3.89E-17  1.11E-17  4.12E-18
    45       5.24E-13  3.70E-13  2.34E-13  1.66E-13  1.17E-13  7.45E-14  5.29E-14  3.76E-14  2.39E-14  1.66E-14
             1.11E-14  5.97E-15  3.40E-15  1.77E-15  6.57E-16  2.84E-16  1.16E-16  3.29E-17  1.23E-17
    46       2.75E-13  1.95E-13  1.23E-13  8.72E-14  6.18E-14  3.93E-14  2.79E-14  1.99E-14  1.27E-14  8.91E-15
             6.01E-15  3.25E-15  1.86E-15  9.72E-16  3.61E-16  1.57E-16  6.38E-17  1.82E-17  6.77E-18
    47       5.03E-14  3.56E-14  2.25E-14  1.60E-14  1.13E-14  7.20E-15  5.14E-15  3.69E-15  2.38E-15  1.69E-15
             1.15E-15  6.29E-16  3.62E-16  1.91E-16  7.12E-17  3.09E-17  1.26E-17  3.60E-18  1.34E-18
    48       3.15E-13  2.23E-13  1.41E-13  9.90E-14  6.95E-14  4.31E-14  2.95E-14  1.97E-14  1.07E-14  6.29E-15
             3.40E-15  1.32E-15  5.86E-16  2.43E-16  7.01E-17  2.62E-17  9.58E-18  2.48E-18  8.82E-19
    49       1.32E-12  9.30E-13  5.87E-13  4.14E-13  2.90E-13  1.80E-13  1.23E-13  8.22E-14  4.49E-14  2.63E-14
             1.42E-14  5.52E-15  2.45E-15  1.02E-15  2.94E-16  1.10E-16  4.01E-17  1.04E-17  3.70E-18
    50       9.01E-13  6.37E-13  4.02E-13  2.83E-13  1.99E-13  1.23E-13  8.46E-14  5.66E-14  3.10E-14  1.83E-14
             9.90E-15  3.86E-15  1.72E-15  7.16E-16  2.07E-16  7.73E-17  2.82E-17  7.30E-18  2.60E-18
    51       5.33E-13  3.76E-13  2.38E-13  1.67E-13  1.18E-13  7.30E-14  5.01E-14  3.35E-14  1.84E-14  1.08E-14
             5.89E-15  2.30E-15  1.03E-15  4.27E-16  1.23E-16  4.61E-17  1.69E-17  4.36E-18  1.55E-18
    54       1.87E-13  1.32E-13  8.32E-14  5.83E-14  4.06E-14  2.45E-14  1.61E-14  1.00E-14  4.79E-15  2.46E-15
             1.14E-15  3.67E-16  1.44E-16  5.42E-17  1.43E-17  5.14E-18  1.83E-18  4.66E-19  1.65E-19
    55       5.61E-13  3.96E-13  2.49E-13  1.75E-13  1.21E-13  7.33E-14  4.82E-14  3.01E-14  1.44E-14  7.36E-15
             3.43E-15  1.10E-15  4.32E-16  1.62E-16  4.29E-17  1.54E-17  5.50E-18  1.40E-18  4.95E-19
    56       1.65E-13  1.16E-13  7.34E-14  5.18E-14  3.64E-14  2.26E-14  1.56E-14  1.05E-14  5.79E-15  3.43E-15
             1.88E-15  7.38E-16  3.31E-16  1.38E-16  4.00E-17  1.50E-17  5.48E-18  1.42E-18  5.05E-19
    57       3.84E-13  2.71E-13  1.71E-13  1.21E-13  8.48E-14  5.28E-14  3.63E-14  2.44E-14  1.35E-14  8.01E-15
             4.38E-15  1.72E-15  7.71E-16  3.22E-16  9.33E-17  3.49E-17  1.28E-17  3.31E-18  1.18E-18
    58       7.06E-13  4.99E-13  3.14E-13  2.20E-13  1.53E-13  9.23E-14  6.07E-14  3.80E-14  1.81E-14  9.32E-15
             4.35E-15  1.39E-15  5.48E-16  2.06E-16  5.45E-17  1.96E-17  6.98E-18  1.78E-18  6.29E-19
    59       2.34E-13  1.65E-13  1.04E-13  7.28E-14  5.06E-14  3.06E-14  2.01E-14  1.26E-14  6.01E-15  3.09E-15
             1.44E-15  4.63E-16  1.82E-16  6.85E-17  1.81E-17  6.50E-18  2.32E-18  5.89E-19  2.09E-19
    60       3.88E-13  2.74E-13  1.72E-13  1.21E-13  8.41E-14  5.08E-14  3.34E-14  2.09E-14  9.99E-15  5.14E-15
             2.40E-15  7.69E-16  3.02E-16  1.14E-16  3.01E-17  1.08E-17  3.86E-18  9.80E-19  3.47E-19
    61       1.29E-13  9.10E-14  5.73E-14  4.02E-14  2.79E-14  1.69E-14  1.11E-14  6.94E-15  3.32E-15  1.71E-15
             7.97E-16  2.56E-16  1.01E-16  3.79E-17  1.00E-17  3.60E-18  1.28E-18  3.26E-19  1.15E-19
    66       1.77E-13  1.25E-13  7.93E-14  5.61E-14  3.98E-14  2.53E-14  1.81E-14  1.30E-14  8.50E-15  6.20E-15
             4.52E-15  2.93E-15  2.05E-15  1.38E-15  7.39E-16  4.22E-16  2.23E-16  8.59E-17  3.86E-17
    67       5.74E-14  4.06E-14  2.57E-14  1.82E-14  1.29E-14  8.22E-15  5.88E-15  4.24E-15  2.78E-15  2.03E-15
             1.49E-15  9.70E-16  6.82E-16  4.58E-16  2.46E-16  1.41E-16  7.43E-17  2.86E-17  1.29E-17
    69       9.50E-14  6.72E-14  4.25E-14  3.01E-14  2.13E-14  1.35E-14  9.56E-15  6.77E-15  4.26E-15  2.93E-15
             1.94E-15  1.03E-15  5.80E-16  3.01E-16  1.11E-16  4.79E-17  1.95E-17  5.54E-18  2.06E-18
    70       4.68E-13  3.31E-13  2.09E-13  1.48E-13  1.05E-13  6.65E-14  4.72E-14  3.35E-14  2.11E-14  1.45E-14
             9.65E-15  5.12E-15  2.89E-15  1.50E-15  5.53E-16  2.39E-16  9.72E-17  2.77E-17  1.03E-17
    71       9.16E-14  6.47E-14  4.10E-14  2.90E-14  2.05E-14  1.30E-14  9.25E-15  6.57E-15  4.15E-15  2.87E-15
             1.91E-15  1.02E-15  5.75E-16  2.99E-16  1.10E-16  4.77E-17  1.94E-17  5.52E-18  2.06E-18
    72       2.63E-13  1.86E-13  1.18E-13  8.32E-14  5.90E-14  3.75E-14  2.67E-14  1.90E-14  1.21E-14  8.42E-15
             5.63E-15  3.01E-15  1.71E-15  8.89E-16  3.29E-16  1.42E-16  5.80E-17  1.65E-17  6.14E-18
    74       1.40E-13  9.91E-14  6.27E-14  4.44E-14  3.15E-14  2.00E-14  1.43E-14  1.02E-14  6.54E-15  4.58E-15
             3.08E-15  1.65E-15  9.41E-16  4.91E-16  1.82E-16  7.87E-17  3.21E-17  9.13E-18  3.40E-18
    75       2.62E-14  1.85E-14  1.17E-14  8.31E-15  5.90E-15  3.76E-15  2.69E-15  1.94E-15  1.25E-15  8.84E-16
             5.99E-16  3.25E-16  1.86E-16  9.71E-17  3.61E-17  1.56E-17  6.37E-18  1.81E-18  6.76E-19
    77       1.84E-13  1.30E-13  8.18E-14  5.77E-14  4.05E-14  2.51E-14  1.72E-14  1.15E-14  6.26E-15  3.67E-15
             1.98E-15  7.68E-16  3.41E-16  1.42E-16  4.08E-17  1.53E-17  5.57E-18  1.44E-18  5.13E-19
    78       7.69E-13  5.43E-13  3.43E-13  2.41E-13  1.70E-13  1.05E-13  7.20E-14  4.80E-14  2.62E-14  1.54E-14
             8.30E-15  3.22E-15  1.43E-15  5.94E-16  1.71E-16  6.40E-17  2.34E-17  6.05E-18  2.15E-18
    79       5.30E-13  3.75E-13  2.36E-13  1.67E-13  1.17E-13  7.27E-14  4.99E-14  3.33E-14  1.83E-14  1.08E-14
             5.83E-15  2.27E-15  1.01E-15  4.20E-16  1.21E-16  4.53E-17  1.65E-17  4.28E-18  1.52E-18
    80       3.15E-13  2.23E-13  1.41E-13  9.90E-14  6.96E-14  4.32E-14  2.97E-14  1.98E-14  1.09E-14  6.42E-15
             3.48E-15  1.36E-15  6.04E-16  2.51E-16  7.24E-17  2.71E-17  9.90E-18  2.56E-18  9.12E-19
    82       1.65E-13  1.16E-13  7.30E-14  5.12E-14  3.56E-14  2.15E-14  1.41E-14  8.82E-15  4.21E-15  2.16E-15
             1.00E-15  3.21E-16  1.26E-16  4.75E-17  1.25E-17  4.50E-18  1.60E-18  4.08E-19  1.44E-19
    83       4.93E-13  3.48E-13  2.19E-13  1.53E-13  1.07E-13  6.43E-14  4.23E-14  2.64E-14  1.26E-14  6.46E-15
             3.01E-15  9.63E-16  3.78E-16  1.42E-16  3.76E-17  1.35E-17  4.81E-18  1.22E-18  4.33E-19
    84       9.90E-14  6.99E-14  4.41E-14  3.11E-14  2.19E-14  1.36E-14  9.38E-15  6.30E-15  3.48E-15  2.06E-15
             1.13E-15  4.41E-16  1.97E-16  8.21E-17  2.37E-17  8.88E-18  3.25E-18  8.40E-19  2.99E-19
    85       2.31E-13  1.63E-13  1.03E-13  7.25E-14  5.10E-14  3.17E-14  2.19E-14  1.47E-14  8.12E-15  4.81E-15
             2.62E-15  1.03E-15  4.60E-16  1.91E-16  5.53E-17  2.07E-17  7.57E-18  1.96E-18  6.98E-19
    86       2.02E-13  1.42E-13  8.91E-14  6.21E-14  4.26E-14  2.48E-14  1.55E-14  9.01E-15  3.79E-15  1.75E-15
             7.43E-16  2.15E-16  8.03E-17  2.92E-17  7.53E-18  2.68E-18  9.50E-19  2.41E-19  8.52E-20
    87       6.74E-14  4.74E-14  2.97E-14  2.07E-14  1.42E-14  8.25E-15  5.17E-15  3.00E-15  1.26E-15  5.85E-16
             2.48E-16  7.18E-17  2.68E-17  9.74E-18  2.51E-18  8.93E-19  3.17E-19  8.03E-20  2.84E-20
    88       2.60E-13  1.83E-13  1.15E-13  7.98E-14  5.47E-14  3.18E-14  1.99E-14  1.16E-14  4.88E-15  2.26E-15
             9.55E-16  2.77E-16  1.03E-16  3.76E-17  9.68E-18  3.45E-18  1.22E-18  3.10E-19  1.10E-19
    89       8.66E-14  6.10E-14  3.82E-14  2.66E-14  1.82E-14  1.06E-14  6.65E-15  3.86E-15  1.63E-15  7.52E-16
             3.18E-16  9.23E-17  3.44E-17  1.25E-17  3.23E-18  1.15E-18  4.07E-19  1.03E-19  3.65E-20
    90       3.18E-13  2.24E-13  1.40E-13  9.75E-14  6.69E-14  3.89E-14  2.44E-14  1.42E-14  5.96E-15  2.76E-15
             1.17E-15  3.38E-16  1.26E-16  4.59E-17  1.18E-17  4.21E-18  1.49E-18  3.79E-19  1.34E-19
    91       1.06E-13  7.45E-14  4.67E-14  3.25E-14  2.23E-14  1.30E-14  8.12E-15  4.72E-15  1.99E-15  9.19E-16
             3.89E-16  1.13E-16  4.21E-17  1.53E-17  3.95E-18  1.40E-18  4.98E-19  1.26E-19  4.46E-20
    92       6.24E-13  4.40E-13  2.77E-13  1.94E-13  1.35E-13  8.16E-14  5.37E-14  3.35E-14  1.60E-14  8.22E-15
             3.83E-15  1.23E-15  4.82E-16  1.81E-16  4.79E-17  1.72E-17  6.14E-18  1.56E-18  5.53E-19
    94       2.06E-13  1.46E-13  9.16E-14  6.42E-14  4.47E-14  2.70E-14  1.78E-14  1.11E-14  5.31E-15  2.73E-15
             1.27E-15  4.07E-16  1.60E-16  6.03E-17  1.59E-17  5.72E-18  2.04E-18  5.18E-19  1.84E-19
    95       3.44E-13  2.42E-13  1.53E-13  1.07E-13  7.44E-14  4.49E-14  2.96E-14  1.85E-14  8.84E-15  4.54E-15
             2.12E-15  6.79E-16  2.67E-16  1.00E-16  2.65E-17  9.52E-18  3.40E-18  8.63E-19  3.06E-19
    96       1.14E-13  8.05E-14  5.06E-14  3.55E-14  2.47E-14  1.49E-14  9.82E-15  6.14E-15  2.94E-15  1.51E-15
             7.04E-16  2.26E-16  8.87E-17  3.34E-17  8.82E-18  3.17E-18  1.13E-18  2.87E-19  1.02E-19
   104       1.02E-13  7.19E-14  4.55E-14  3.22E-14  2.29E-14  1.46E-14  1.04E-14  7.49E-15  4.88E-15  3.54E-15
             2.57E-15  1.65E-15  1.15E-15  7.72E-16  4.12E-16  2.35E-16  1.24E-16  4.78E-17  2.15E-17
   105       3.31E-14  2.34E-14  1.48E-14  1.05E-14  7.45E-15  4.76E-15  3.40E-15  2.45E-15  1.60E-15  1.17E-15
             8.49E-16  5.48E-16  3.83E-16  2.57E-16  1.37E-16  7.84E-17  4.14E-17  1.59E-17  7.16E-18
   108       5.42E-14  3.83E-14  2.42E-14  1.72E-14  1.21E-14  7.70E-15  5.46E-15  3.87E-15  2.43E-15  1.67E-15
             1.11E-15  5.86E-16  3.30E-16  1.71E-16  6.32E-17  2.73E-17  1.11E-17  3.15E-18  1.17E-18
   109       2.68E-13  1.89E-13  1.20E-13  8.48E-14  6.00E-14  3.81E-14  2.70E-14  1.92E-14  1.21E-14  8.32E-15
             5.52E-15  2.92E-15  1.65E-15  8.55E-16  3.15E-16  1.36E-16  5.54E-17  1.58E-17  5.87E-18
   111       5.26E-14  3.72E-14  2.35E-14  1.67E-14  1.18E-14  7.49E-15  5.32E-15  3.78E-15  2.39E-15  1.65E-15
             1.10E-15  5.82E-16  3.29E-16  1.71E-16  6.30E-17  2.72E-17  1.11E-17  3.15E-18  1.17E-18
   112       1.53E-13  1.08E-13  6.83E-14  4.83E-14  3.43E-14  2.18E-14  1.55E-14  1.11E-14  7.03E-15  4.88E-15
             3.25E-15  1.73E-15  9.80E-16  5.09E-16  1.88E-16  8.13E-17  3.31E-17  9.42E-18  3.51E-18
   113       8.20E-14  5.80E-14  3.67E-14  2.60E-14  1.84E-14  1.17E-14  8.38E-15  6.00E-15  3.83E-15  2.67E-15
             1.79E-15  9.54E-16  5.42E-16  2.82E-16  1.04E-16  4.51E-17  1.83E-17  5.22E-18  1.94E-18
   116       1.55E-14  1.10E-14  6.96E-15  4.93E-15  3.50E-15  2.24E-15  1.60E-15  1.15E-15  7.42E-16  5.21E-16
             3.51E-16  1.89E-16  1.07E-16  5.59E-17  2.07E-17  8.97E-18  3.65E-18  1.04E-18  3.87E-19
   117       1.15E-13  8.11E-14  5.12E-14  3.61E-14  2.53E-14  1.57E-14  1.07E-14  7.15E-15  3.90E-15  2.28E-15
             1.23E-15  4.76E-16  2.11E-16  8.76E-17  2.52E-17  9.44E-18  3.45E-18  8.91E-19  3.17E-19
   118       4.81E-13  3.40E-13  2.14E-13  1.51E-13  1.06E-13  6.57E-14  4.50E-14  3.00E-14  1.63E-14  9.56E-15
             5.16E-15  2.00E-15  8.87E-16  3.68E-16  1.06E-16  3.96E-17  1.45E-17  3.74E-18  1.33E-18
   119       3.34E-13  2.36E-13  1.49E-13  1.05E-13  7.37E-14  4.57E-14  3.14E-14  2.09E-14  1.15E-14  6.73E-15
             3.64E-15  1.41E-15  6.28E-16  2.61E-16  7.52E-17  2.81E-17  1.03E-17  2.65E-18  9.45E-19
   120       1.99E-13  1.41E-13  8.87E-14  6.25E-14  4.39E-14  2.73E-14  1.87E-14  1.25E-14  6.85E-15  4.02E-15
             2.18E-15  8.45E-16  3.76E-16  1.56E-16  4.50E-17  1.68E-17  6.15E-18  1.59E-18  5.66E-19
   122       1.22E-13  8.64E-14  5.43E-14  3.81E-14  2.65E-14  1.60E-14  1.05E-14  6.55E-15  3.12E-15  1.60E-15
             7.42E-16  2.37E-16  9.31E-17  3.50E-17  9.24E-18  3.32E-18  1.18E-18  3.01E-19  1.07E-19
   123       3.67E-13  2.59E-13  1.63E-13  1.14E-13  7.93E-14  4.78E-14  3.15E-14  1.96E-14  9.35E-15  4.78E-15
             2.22E-15  7.11E-16  2.79E-16  1.05E-16  2.77E-17  9.95E-18  3.55E-18  9.02E-19  3.19E-19
   124       6.31E-14  4.46E-14  2.82E-14  1.99E-14  1.40E-14  8.69E-15  5.98E-15  4.01E-15  2.21E-15  1.31E-15
             7.10E-16  2.77E-16  1.23E-16  5.13E-17  1.48E-17  5.55E-18  2.03E-18  5.24E-19  1.87E-19
   125       1.47E-13  1.04E-13  6.56E-14  4.63E-14  3.25E-14  2.03E-14  1.39E-14  9.36E-15  5.16E-15  3.05E-15
             1.66E-15  6.46E-16  2.88E-16  1.20E-16  3.46E-17  1.29E-17  4.73E-18  1.22E-18  4.36E-19
   126       2.30E-13  1.62E-13  1.02E-13  7.07E-14  4.85E-14  2.82E-14  1.77E-14  1.03E-14  4.32E-15  2.00E-15
             8.45E-16  2.45E-16  9.13E-17  3.32E-17  8.56E-18  3.05E-18  1.08E-18  2.74E-19  9.69E-20
   127       7.67E-14  5.40E-14  3.39E-14  2.36E-14  1.62E-14  9.40E-15  5.89E-15  3.42E-15  1.44E-15  6.66E-16
             2.82E-16  8.17E-17  3.04E-17  1.11E-17  2.85E-18  1.02E-18  3.60E-19  9.13E-20  3.23E-20
   128       2.96E-13  2.08E-13  1.31E-13  9.09E-14  6.23E-14  3.63E-14  2.27E-14  1.32E-14  5.56E-15  2.57E-15
             1.09E-15  3.15E-16  1.17E-16  4.27E-17  1.10E-17  3.92E-18  1.39E-18  3.52E-19  1.25E-19
   129       9.86E-14  6.95E-14  4.35E-14  3.03E-14  2.08E-14  1.21E-14  7.57E-15  4.40E-15  1.85E-15  8.56E-16
             3.62E-16  1.05E-16  3.91E-17  1.42E-17  3.67E-18  1.31E-18  4.63E-19  1.17E-19  4.15E-20
   130       3.62E-13  2.55E-13  1.60E-13  1.11E-13  7.62E-14  4.43E-14  2.78E-14  1.61E-14  6.79E-15  3.14E-15
             1.33E-15  3.85E-16  1.44E-16  5.22E-17  1.35E-17  4.79E-18  1.70E-18  4.30E-19  1.52E-19
   131       1.21E-13  8.49E-14  5.32E-14  3.70E-14  2.54E-14  1.48E-14  9.25E-15  5.38E-15  2.26E-15  1.05E-15
             4.43E-16  1.28E-16  4.78E-17  1.74E-17  4.49E-18  1.60E-18  5.66E-19  1.43E-19  5.08E-20
   133       4.66E-13  3.29E-13  2.07E-13  1.45E-13  1.01E-13  6.09E-14  4.00E-14  2.50E-14  1.19E-14  6.11E-15
             2.84E-15  9.09E-16  3.57E-16  1.34E-16  3.54E-17  1.27E-17  4.54E-18  1.15E-18  4.09E-19
   134       1.05E-13  7.36E-14  4.58E-14  3.16E-14  2.13E-14  1.18E-14  6.99E-15  3.77E-15  1.42E-15  6.10E-16
             2.43E-16  6.68E-17  2.43E-17  8.74E-18  2.23E-18  7.92E-19  2.81E-19  7.11E-20  2.51E-20
   135       3.49E-14  2.45E-14  1.53E-14  1.05E-14  7.09E-15  3.94E-15  2.33E-15  1.26E-15  4.74E-16  2.03E-16
             8.09E-17  2.23E-17  8.11E-18  2.91E-18  7.45E-19  2.64E-19  9.35E-20  2.37E-20  8.38E-21
   136       1.28E-13  9.00E-14  5.60E-14  3.86E-14  2.60E-14  1.44E-14  8.54E-15  4.61E-15  1.74E-15  7.45E-16
