	iz	LowerstatenameImpZeff	UpperstatenameImpZeff	rate(s-1)	Acc	E_i(cm-1)	E_k(cm-1)	Lowerconf	Lowerterm	LowerJ	Upperconf	Upperterm	UpperJ
1991	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4d1 4F	6.99E+07	B	181772.41	219619.88	2s2p(3P^0)3p	4D	07-Feb	2s2p(3P^0)4d	4F^0	09-Feb
1992	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4d1 4F	1.96E+07	B	181711.03	219556.54	2s2p(3P^0)3p	4D	03-Feb	2s2p(3P^0)4d	4F^0	03-Feb
1993	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4d1 4F	1.70E+07	B	181736.05	219570.15	2s2p(3P^0)3p	4D	05-Feb	2s2p(3P^0)4d	4F^0	05-Feb
1994	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4d1 4F	1.40E+06	B	181736.05	219556.54	2s2p(3P^0)3p	4D	05-Feb	2s2p(3P^0)4d	4F^0	03-Feb
1995	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4d1 4F	9.94E+06	B	181772.41	219590.76	2s2p(3P^0)3p	4D	07-Feb	2s2p(3P^0)4d	4F^0	07-Feb
1996	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4d1 4F	6.73E+05	B	181772.41	219570.15	2s2p(3P^0)3p	4D	07-Feb	2s2p(3P^0)4d	4F^0	05-Feb
1997	1	2s2,3d1 2D	2s2,6p1 2P	5.08E+06	B	145549.27	182993.23	2s23d	2D	03-Feb	2s26p	2P^0	01-Feb
1998	1	2s1,2p(3P)3s1 2P	2s1,2p(3P)4p1 2P	6.63E+06	B	177774.59	214429.95	2s2p(3P^0)3s	2P^0	01-Feb	2s2p(3P^0)4p	2P	03-Feb
1999	1	2s1,2p(3P)3s1 2P	2s1,2p(3P)4p1 2P	3.31E+07	B	177793.54	214429.95	2s2p(3P^0)3s	2P^0	03-Feb	2s2p(3P^0)4p	2P	03-Feb
2000	1	2s1,2p(3P)3s1 2P	2s1,2p(3P)4p1 2P	2.65E+07	B	177774.59	214404.33	2s2p(3P^0)3s	2P^0	01-Feb	2s2p(3P^0)4p	2P	01-Feb
2001	1	2s1,2p(3P)3s1 2P	2s1,2p(3P)4p1 2P	1.32E+07	B	177793.54	214404.33	2s2p(3P^0)3s	2P^0	03-Feb	2s2p(3P^0)4p	2P	01-Feb
2002	1	2s2,3p1 2P	2s2,4d1 2D	4.36E+07	B	131724.37	168123.74	2s23p	2P^0	01-Feb	2s24d	2D	03-Feb
2003	1	2s2,3p1 2P	2s2,4d1 2D	5.23E+07	B	131735.52	168124.45	2s23p	2P^0	03-Feb	2s24d	2D	05-Feb
2004	1	2s2,3p1 2P	2s2,4d1 2D	8.71E+06	B	131735.52	168123.74	2s23p	2P^0	03-Feb	2s24d	2D	03-Feb
2005	1	2s1,2p(3P)3p1 4S	2s1,2p(3P)4d1 4P	2.14E+07	B	184690.98	220845.07	2s2p(3P^0)3p	4S	03-Feb	2s2p(3P^0)4d	4P^0	01-Feb
2006	1	2s1,2p(3P)3p1 4S	2s1,2p(3P)4d1 4P	2.14E+07	B	184690.98	220832.15	2s2p(3P^0)3p	4S	03-Feb	2s2p(3P^0)4d	4P^0	03-Feb
2007	1	2s1,2p(3P)3p1 4S	2s1,2p(3P)4d1 4P	2.14E+07	B	184690.98	220811.69	2s2p(3P^0)3p	4S	03-Feb	2s2p(3P^0)4d	4P^0	05-Feb
2008	1	2s1,2p2 2S	2s2,3p1 2P	3.30E+07	B+	96493.74	131735.52	2s2p2	2S	01-Feb	2s23p	2P^0	03-Feb
2009	1	2s1,2p2 2S	2s2,3p1 2P	3.29E+07	B+	96493.74	131724.37	2s2p2	2S	01-Feb	2s23p	2P^0	01-Feb
2010	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4P	4.27E+06	B	186427.35	220845.07	2s2p(3P^0)3p	4P	01-Feb	2s2p(3P^0)4d	4P^0	01-Feb
2011	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4P	1.07E+07	B	186427.35	220832.15	2s2p(3P^0)3p	4P	01-Feb	2s2p(3P^0)4d	4P^0	03-Feb
2012	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4P	2.13E+07	B	186443.69	220845.07	2s2p(3P^0)3p	4P	03-Feb	2s2p(3P^0)4d	4P^0	01-Feb
2013	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4P	3.41E+06	B	186443.69	220832.15	2s2p(3P^0)3p	4P	03-Feb	2s2p(3P^0)4d	4P^0	03-Feb
2014	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4P	7.66E+06	B	186443.69	220811.69	2s2p(3P^0)3p	4P	03-Feb	2s2p(3P^0)4d	4P^0	05-Feb
2015	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4P	1.15E+07	B	186466.02	220832.15	2s2p(3P^0)3p	4P	05-Feb	2s2p(3P^0)4d	4P^0	03-Feb
2016	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4P	1.78E+07	B	186466.02	220811.69	2s2p(3P^0)3p	4P	05-Feb	2s2p(3P^0)4d	4P^0	05-Feb
2017	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4D	2.65E+07	B	186427.35	220130.86	2s2p(3P^0)3p	4P	01-Feb	2s2p(3P^0)4d	4D^0	03-Feb
2018	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4D	5.29E+07	B	186427.35	220125.51	2s2p(3P^0)3p	4P	01-Feb	2s2p(3P^0)4d	4D^0	01-Feb
2019	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4D	4.44E+07	B	186443.69	220139.41	2s2p(3P^0)3p	4P	03-Feb	2s2p(3P^0)4d	4D^0	05-Feb
2020	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4D	3.38E+07	B	186443.69	220130.86	2s2p(3P^0)3p	4P	03-Feb	2s2p(3P^0)4d	4D^0	03-Feb
2021	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4D	6.34E+07	B	186466.02	220150.49	2s2p(3P^0)3p	4P	05-Feb	2s2p(3P^0)4d	4D^0	07-Feb
2022	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4D	1.06E+07	B	186443.69	220125.51	2s2p(3P^0)3p	4P	03-Feb	2s2p(3P^0)4d	4D^0	01-Feb
2023	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4D	1.90E+07	B	186466.02	220139.41	2s2p(3P^0)3p	4P	05-Feb	2s2p(3P^0)4d	4D^0	05-Feb
2024	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4d1 4D	3.17E+06	B	186466.02	220130.86	2s2p(3P^0)3p	4P	05-Feb	2s2p(3P^0)4d	4D^0	03-Feb
2025	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)5p1 4D	5.51E+04	C+	195765.85	228246.97	2s2p(3P^0)3d	4F^0	05-Feb	2s2p(3P^0)5p	4D	07-Feb
2026	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)5p1 4D	1.08E+06	B	195785.74	228246.97	2s2p(3P^0)3d	4F^0	07-Feb	2s2p(3P^0)5p	4D	07-Feb
2027	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)5p1 4D	1.01E+05	C+	195752.58	228211.8	2s2p(3P^0)3d	4F^0	03-Feb	2s2p(3P^0)5p	4D	05-Feb
2028	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)5p1 4D	1.84E+06	B	195765.85	228211.8	2s2p(3P^0)3d	4F^0	05-Feb	2s2p(3P^0)5p	4D	05-Feb
2029	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)5p1 4D	2.12E+06	B	195752.58	228191.9	2s2p(3P^0)3d	4F^0	03-Feb	2s2p(3P^0)5p	4D	03-Feb
2030	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)5p1 4D	9.46E+06	B	195813.66	228246.97	2s2p(3P^0)3d	4F^0	09-Feb	2s2p(3P^0)5p	4D	07-Feb
2031	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)5p1 4D	8.51E+06	B	195765.85	228191.9	2s2p(3P^0)3d	4F^0	05-Feb	2s2p(3P^0)5p	4D	03-Feb
2032	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)5p1 4D	8.65E+06	B	195785.74	228211.8	2s2p(3P^0)3d	4F^0	07-Feb	2s2p(3P^0)5p	4D	05-Feb
2033	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)5p1 4D	1.06E+07	B	195752.58	228178.6	2s2p(3P^0)3d	4F^0	03-Feb	2s2p(3P^0)5p	4D	01-Feb
2034	1	2s1,2p(3P)3p1 2D	2s1,2p(3P)4d1 2D	9.63E+05	B	188581.25	220614.51	2s2p(3P^0)3p	2D	03-Feb	2s2p(3P^0)4d	2D^0	05-Feb
2035	1	2s1,2p(3P)3p1 2D	2s1,2p(3P)4d1 2D	1.30E+07	B	188581.25	220601.53	2s2p(3P^0)3p	2D	03-Feb	2s2p(3P^0)4d	2D^0	03-Feb
2036	1	2s1,2p(3P)3p1 2D	2s1,2p(3P)4d1 2D	1.34E+07	B	188615.07	220614.51	2s2p(3P^0)3p	2D	05-Feb	2s2p(3P^0)4d	2D^0	05-Feb
2037	1	2s1,2p(3P)3p1 2D	2s1,2p(3P)4d1 2D	1.44E+06	B	188615.07	220601.53	2s2p(3P^0)3p	2D	05-Feb	2s2p(3P^0)4d	2D^0	03-Feb
2038	1	2p3 2D	2s1,2p(3P)3p1 2P	2.15E+07	B	150461.58	182043.41	2p3	2D^0	05-Feb	2s2p(3P^0)3p	2P	03-Feb
2039	1	2p3 2D	2s1,2p(3P)3p1 2P	2.39E+06	B	150466.69	182043.41	2p3	2D^0	03-Feb	2s2p(3P^0)3p	2P	03-Feb
2040	1	2p3 2D	2s1,2p(3P)3p1 2P	2.38E+07	B	150466.69	182023.86	2p3	2D^0	03-Feb	2s2p(3P^0)3p	2P	01-Feb
2041	1	2s1,2p2 2P	2p3 4S	2.40E+01	B	110624.17	142027.1	2s2p2	2P	01-Feb	2p3	4S^0	03-Feb
2042	1	2s1,2p2 2P	2p3 4S	8.09E+01	B	110665.56	142027.1	2s2p2	2P	03-Feb	2p3	4S^0	03-Feb
2043	1	2s2,4d1 2D	2s1,2p(3P)3d1 2D	1.77E+04	C	168123.74	198436.31	2s24d	2D	03-Feb	2s2p(3P^0)3d	2D^0	05-Feb
2044	1	2s2,4d1 2D	2s1,2p(3P)3d1 2D	2.47E+05	B	168124.45	198436.31	2s24d	2D	05-Feb	2s2p(3P^0)3d	2D^0	05-Feb
2045	1	2s2,4d1 2D	2s1,2p(3P)3d1 2D	2.38E+05	B	168123.74	198425.43	2s24d	2D	03-Feb	2s2p(3P^0)3d	2D^0	03-Feb
2046	1	2s2,4d1 2D	2s1,2p(3P)3d1 2D	2.65E+04	C	168124.45	198425.43	2s24d	2D	05-Feb	2s2p(3P^0)3d	2D^0	03-Feb
2047	1	2s2,3d1 2D	2s2,5p1 2P	1.13E+06	B	145549.27	175294.75	2s23d	2D	03-Feb	2s25p	2P^0	03-Feb
2048	1	2s2,3d1 2D	2s2,5p1 2P	1.02E+07	B	145550.7	175294.75	2s23d	2D	05-Feb	2s25p	2P^0	03-Feb
2049	1	2s2,3d1 2D	2s2,5p1 2P	1.13E+07	B	145549.27	175287.39	2s23d	2D	03-Feb	2s25p	2P^0	01-Feb
2050	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4s1 4P	1.97E+06	B	181711.03	209622.32	2s2p(3P^0)3p	4D	03-Feb	2s2p(3P^0)4s	4P^0	05-Feb
2051	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4s1 4P	1.76E+07	B	181736.05	209622.32	2s2p(3P^0)3p	4D	05-Feb	2s2p(3P^0)4s	4P^0	05-Feb
2052	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4s1 4P	4.90E+06	B	181696.66	209576.46	2s2p(3P^0)3p	4D	01-Feb	2s2p(3P^0)4s	4P^0	03-Feb
2053	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4s1 4P	3.13E+07	B	181711.03	209576.46	2s2p(3P^0)3p	4D	03-Feb	2s2p(3P^0)4s	4P^0	03-Feb
2054	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4s1 4P	4.89E+07	B	181696.66	209552.36	2s2p(3P^0)3p	4D	01-Feb	2s2p(3P^0)4s	4P^0	01-Feb
2055	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4s1 4P	7.81E+07	B	181772.41	209622.32	2s2p(3P^0)3p	4D	07-Feb	2s2p(3P^0)4s	4P^0	05-Feb
2056	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4s1 4P	4.88E+07	B	181711.03	209552.36	2s2p(3P^0)3p	4D	03-Feb	2s2p(3P^0)4s	4P^0	01-Feb
2057	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)4s1 4P	6.15E+07	B	181736.05	209576.46	2s2p(3P^0)3p	4D	05-Feb	2s2p(3P^0)4s	4P^0	03-Feb
2058	1	2s2,4p1 2P	2s1,2p(3P)3p1 2D	2.04E+07	B	162524.57	188615.07	2s24p	2P^0	03-Feb	2s2p(3P^0)3p	2D	05-Feb
2059	1	2s2,4p1 2P	2s1,2p(3P)3p1 2D	1.69E+07	B	162517.89	188581.25	2s24p	2P^0	01-Feb	2s2p(3P^0)3p	2D	03-Feb
2060	1	2s2,4p1 2P	2s1,2p(3P)3p1 2D	3.39E+06	B	162524.57	188581.25	2s24p	2P^0	03-Feb	2s2p(3P^0)3p	2D	03-Feb
2061	1	2s2,3p1 2P	2s2,4s1 2S	6.36E+07	B	131724.37	157234.07	2s23p	2P^0	01-Feb	2s24s	2S	01-Feb
2062	1	2s2,3p1 2P	2s2,4s1 2S	1.27E+08	B	131735.52	157234.07	2s23p	2P^0	03-Feb	2s24s	2S	01-Feb
2063	1	2s2,3s1 2S	2p3 4S	1.44E+01	B	116537.65	142027.1	2s23s	2S	01-Feb	2p3	4S^0	03-Feb
2064	1	2s1,2p(3P)3p1 4S	2s1,2p(3P)4s1 4P	9.66E+06	B	184690.98	209622.32	2s2p(3P^0)3p	4S	03-Feb	2s2p(3P^0)4s	4P^0	05-Feb
2065	1	2s1,2p(3P)3p1 4S	2s1,2p(3P)4s1 4P	9.61E+06	B	184690.98	209576.46	2s2p(3P^0)3p	4S	03-Feb	2s2p(3P^0)4s	4P^0	03-Feb
2066	1	2s1,2p(3P)3p1 4S	2s1,2p(3P)4s1 4P	9.58E+06	B	184690.98	209552.36	2s2p(3P^0)3p	4S	03-Feb	2s2p(3P^0)4s	4P^0	01-Feb
2067	1	2s2,3d1 2D	2s2,4f1 2F	2.23E+08	C+	145549.27	168978.34	2s23d	2D	03-Feb	2s24f	2F^0	05-Feb
2068	1	2s2,3d1 2D	2s2,4f1 2F	2.38E+08	C+	145550.7	168978.34	2s23d	2D	05-Feb	2s24f	2F^0	07-Feb
2069	1	2s2,3d1 2D	2s2,4f1 2F	1.59E+07	C+	145550.7	168978.34	2s23d	2D	05-Feb	2s24f	2F^0	05-Feb
2070	1	2s2,4p1 2P	2s2,7s1 2S	3.72E+06	B	162517.89	185732.93	2s24p	2P^0	01-Feb	2s27s	2S	01-Feb
2071	1	2s2,4p1 2P	2s2,7s1 2S	7.44E+06	B	162524.57	185732.93	2s24p	2P^0	03-Feb	2s27s	2S	01-Feb
2072	1	2s2,3d1 2D	2p3 2P	3.92E+05	C+	145549.27	168748.3	2s23d	2D	03-Feb	2p3	2P^0	03-Feb
2073	1	2s2,3d1 2D	2p3 2P	3.52E+06	C+	145550.7	168748.3	2s23d	2D	05-Feb	2p3	2P^0	03-Feb
2074	1	2s2,3d1 2D	2p3 2P	3.92E+06	C+	145549.27	168729.53	2s23d	2D	03-Feb	2p3	2P^0	01-Feb
2075	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4s1 4P	2.53E+07	B	186443.69	209622.32	2s2p(3P^0)3p	4P	03-Feb	2s2p(3P^0)4s	4P^0	05-Feb
2076	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4s1 4P	5.89E+07	B	186466.02	209622.32	2s2p(3P^0)3p	4P	05-Feb	2s2p(3P^0)4s	4P^0	05-Feb
2077	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4s1 4P	3.50E+07	B	186427.35	209576.46	2s2p(3P^0)3p	4P	01-Feb	2s2p(3P^0)4s	4P^0	03-Feb
2078	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4s1 4P	1.12E+07	B	186443.69	209576.46	2s2p(3P^0)3p	4P	03-Feb	2s2p(3P^0)4s	4P^0	03-Feb
2079	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4s1 4P	1.40E+07	B	186427.35	209552.36	2s2p(3P^0)3p	4P	01-Feb	2s2p(3P^0)4s	4P^0	01-Feb
2080	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4s1 4P	3.77E+07	B	186466.02	209576.46	2s2p(3P^0)3p	4P	05-Feb	2s2p(3P^0)4s	4P^0	03-Feb
2081	1	2s1,2p(3P)3p1 4P	2s1,2p(3P)4s1 4P	6.97E+07	B	186443.69	209552.36	2s2p(3P^0)3p	4P	03-Feb	2s2p(3P^0)4s	4P^0	01-Feb
2082	1	2s2,4p1 2P	2s2,6d1 2D	4.57E+06	B	162517.89	184074.59	2s24p	2P^0	01-Feb	2s26d	2D	03-Feb
2083	1	2s2,4p1 2P	2s2,6d1 2D	5.49E+06	B	162524.57	184075.28	2s24p	2P^0	03-Feb	2s26d	2D	05-Feb
2084	1	2s2,4p1 2P	2s2,6d1 2D	9.15E+05	B	162524.57	184074.59	2s24p	2P^0	03-Feb	2s26d	2D	03-Feb
2085	1	2s1,2p2 2P	2s2,3p1 2P	9.05E+03	B+	110624.17	131735.52	2s2p2	2P	01-Feb	2s23p	2P^0	03-Feb
2086	1	2s1,2p2 2P	2s2,3p1 2P	5.47E+04	B+	110624.17	131724.37	2s2p2	2P	01-Feb	2s23p	2P^0	01-Feb
2087	1	2s1,2p2 2P	2s2,3p1 2P	5.98E+04	B+	110665.56	131735.52	2s2p2	2P	03-Feb	2s23p	2P^0	03-Feb
2088	1	2s1,2p2 2P	2s2,3p1 2P	2.33E+04	B+	110665.56	131724.37	2s2p2	2P	03-Feb	2s23p	2P^0	01-Feb
2089	1	2s2,4s1 2S	2s1,2p(3P)3s1 2P	2.34E+06	B	157234.07	177793.54	2s24s	2S	01-Feb	2s2p(3P^0)3s	2P^0	03-Feb
2090	1	2s2,4s1 2S	2s1,2p(3P)3s1 2P	2.33E+06	B	157234.07	177774.59	2s24s	2S	01-Feb	2s2p(3P^0)3s	2P^0	01-Feb
2091	1	2p3 2P	2s1,2p(3P)3p1 2D	3.16E+07	B	168748.3	188615.07	2p3	2P^0	03-Feb	2s2p(3P^0)3p	2D	05-Feb
2092	1	2p3 2P	2s1,2p(3P)3p1 2D	2.62E+07	B	168729.53	188581.25	2p3	2P^0	01-Feb	2s2p(3P^0)3p	2D	03-Feb
2093	1	2p3 2P	2s1,2p(3P)3p1 2D	5.23E+06	B	168748.3	188581.25	2p3	2P^0	03-Feb	2s2p(3P^0)3p	2D	03-Feb
2094	1	2s2,4p1 2P	2s1,2p(3P)3p1 2P	8.04E+05	B	162517.89	182043.41	2s24p	2P^0	01-Feb	2s2p(3P^0)3p	2P	03-Feb
2095	1	2s2,4p1 2P	2s1,2p(3P)3p1 2P	4.02E+06	B	162524.57	182043.41	2s24p	2P^0	03-Feb	2s2p(3P^0)3p	2P	03-Feb
2096	1	2s2,4p1 2P	2s1,2p(3P)3p1 2P	3.21E+06	B	162517.89	182023.86	2s24p	2P^0	01-Feb	2s2p(3P^0)3p	2P	01-Feb
2097	1	2s2,4p1 2P	2s1,2p(3P)3p1 2P	1.60E+06	B	162524.57	182023.86	2s24p	2P^0	03-Feb	2s2p(3P^0)3p	2P	01-Feb
2098	1	2s1,2p(3P)3s1 4P	2s1,2p(3P)3p1 4P	3.89E+07	B	166967.13	186443.69	2s2p(3P^0)3s	4P^0	01-Feb	2s2p(3P^0)3p	4P	03-Feb
2099	1	2s1,2p(3P)3s1 4P	2s1,2p(3P)3p1 4P	2.80E+07	B	166990.73	186466.02	2s2p(3P^0)3s	4P^0	03-Feb	2s2p(3P^0)3p	4P	05-Feb
2100	1	2s1,2p(3P)3s1 4P	2s1,2p(3P)3p1 4P	1.55E+07	B	166967.13	186427.35	2s2p(3P^0)3s	4P^0	01-Feb	2s2p(3P^0)3p	4P	01-Feb
2101	1	2s1,2p(3P)3s1 4P	2s1,2p(3P)3p1 4P	1.24E+07	B	166990.73	186443.69	2s2p(3P^0)3s	4P^0	03-Feb	2s2p(3P^0)3p	4P	03-Feb
2102	1	2s1,2p(3P)3s1 4P	2s1,2p(3P)3p1 4P	7.73E+07	B	166990.73	186427.35	2s2p(3P^0)3s	4P^0	03-Feb	2s2p(3P^0)3p	4P	01-Feb
2103	1	2s1,2p(3P)3s1 4P	2s1,2p(3P)3p1 4P	6.49E+07	B	167035.71	186466.02	2s2p(3P^0)3s	4P^0	05-Feb	2s2p(3P^0)3p	4P	05-Feb
2104	1	2s1,2p(3P)3s1 4P	2s1,2p(3P)3p1 4P	4.16E+07	B	167035.71	186443.69	2s2p(3P^0)3s	4P^0	05-Feb	2s2p(3P^0)3p	4P	03-Feb
2105	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)4p1 4D	1.41E+05	B	195765.85	214829.77	2s2p(3P^0)3d	4F^0	05-Feb	2s2p(3P^0)4p	4D	07-Feb
2106	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)4p1 4D	2.76E+06	B	195785.74	214829.77	2s2p(3P^0)3d	4F^0	07-Feb	2s2p(3P^0)4p	4D	07-Feb
2107	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)4p1 4D	2.58E+05	B	195752.58	214795.27	2s2p(3P^0)3d	4F^0	03-Feb	2s2p(3P^0)4p	4D	05-Feb
2108	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)4p1 4D	4.70E+06	B	195765.85	214795.27	2s2p(3P^0)3d	4F^0	05-Feb	2s2p(3P^0)4p	4D	05-Feb
2109	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)4p1 4D	5.40E+06	B	195752.58	214772.84	2s2p(3P^0)3d	4F^0	03-Feb	2s2p(3P^0)4p	4D	03-Feb
2110	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)4p1 4D	2.41E+07	B	195813.66	214829.77	2s2p(3P^0)3d	4F^0	09-Feb	2s2p(3P^0)4p	4D	07-Feb
2111	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)4p1 4D	2.20E+07	B	195785.74	214795.27	2s2p(3P^0)3d	4F^0	07-Feb	2s2p(3P^0)4p	4D	05-Feb
2112	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)4p1 4D	2.69E+07	B	195752.58	214759.91	2s2p(3P^0)3d	4F^0	03-Feb	2s2p(3P^0)4p	4D	01-Feb
2113	1	2s1,2p(3P)3d1 4F	2s1,2p(3P)4p1 4D	2.16E+07	B	195765.85	214772.84	2s2p(3P^0)3d	4F^0	05-Feb	2s2p(3P^0)4p	4D	03-Feb
2114	1	2s2,4p1 2P	2s2,6s1 2S	6.90E+06	B	162517.89	181264.24	2s24p	2P^0	01-Feb	2s26s	2S	01-Feb
2115	1	2s2,4p1 2P	2s2,6s1 2S	1.38E+07	B	162524.57	181264.24	2s24p	2P^0	03-Feb	2s26s	2S	01-Feb
2116	1	2s2,4d1 2D	2s2,7p1 2P	3.11E+05	B	168123.74	186746.3	2s24d	2D	03-Feb	2s27p	2P^0	03-Feb
2117	1	2s2,4d1 2D	2s2,7p1 2P	3.11E+06	B	168123.74	186745.9	2s24d	2D	03-Feb	2s27p	2P^0	01-Feb
2118	1	2s2,4d1 2D	2s2,7p1 2P	2.80E+06	B	168124.45	186746.3	2s24d	2D	05-Feb	2s27p	2P^0	03-Feb
2119	1	2s2,4s1 2S	2s2,5p1 2P	1.75E+06	B	157234.07	175294.75	2s24s	2S	01-Feb	2s25p	2P^0	03-Feb
2120	1	2s2,4s1 2S	2s2,5p1 2P	1.75E+06	B	157234.07	175287.39	2s24s	2S	01-Feb	2s25p	2P^0	01-Feb
2121	1	2s1,2p(3P)3s1 4P	2s1,2p(3P)3p1 4S	9.89E+06	B	166967.13	184690.98	2s2p(3P^0)3s	4P^0	01-Feb	2s2p(3P^0)3p	4S	03-Feb
2122	1	2s1,2p(3P)3s1 4P	2s1,2p(3P)3p1 4S	1.97E+07	B	166990.73	184690.98	2s2p(3P^0)3s	4P^0	03-Feb	2s2p(3P^0)3p	4S	03-Feb
2123	1	2s1,2p(3P)3s1 4P	2s1,2p(3P)3p1 4S	2.93E+07	B	167035.71	184690.98	2s2p(3P^0)3s	4P^0	05-Feb	2s2p(3P^0)3p	4S	03-Feb
2124	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)3d1 4P	3.38E+06	B	181696.66	198879.01	2s2p(3P^0)3p	4D	01-Feb	2s2p(3P^0)3d	4P^0	01-Feb
2125	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)3d1 4P	3.38E+05	B	181696.66	198865.25	2s2p(3P^0)3p	4D	01-Feb	2s2p(3P^0)3d	4P^0	03-Feb
2126	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)3d1 4P	3.38E+06	B	181711.03	198879.01	2s2p(3P^0)3p	4D	03-Feb	2s2p(3P^0)3d	4P^0	01-Feb
2127	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)3d1 4P	2.16E+06	B	181711.03	198865.25	2s2p(3P^0)3p	4D	03-Feb	2s2p(3P^0)3d	4P^0	03-Feb
2128	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)3d1 4P	1.34E+05	B	181711.03	198844	2s2p(3P^0)3p	4D	03-Feb	2s2p(3P^0)3d	4P^0	05-Feb
2129	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)3d1 4P	4.22E+06	B	181736.05	198865.25	2s2p(3P^0)3p	4D	05-Feb	2s2p(3P^0)3d	4P^0	03-Feb
2130	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)3d1 4P	1.20E+06	B	181736.05	198844	2s2p(3P^0)3p	4D	05-Feb	2s2p(3P^0)3d	4P^0	05-Feb
2131	1	2s1,2p(3P)3p1 4D	2s1,2p(3P)3d1 4P	5.31E+06	B	181772.41	198844	2s2p(3P^0)3p	4D	07-Feb	2s2p(3P^0)3d	4P^0	05-Feb
2132	1	2p3 2P	2s2,7s1 2S	7.84E+04	B	168729.53	185732.93	2p3	2P^0	01-Feb	2s27s	2S	01-Feb
2133	1	2p3 2P	2s2,7s1 2S	1.56E+05	B	168748.3	185732.93	2p3	2P^0	03-Feb	2s27s	2S	01-Feb
2134	1	2s2,3d1 2D	2s2,4p1 2P	3.50E+06	B	145549.27	162524.57	2s23d	2D	03-Feb	2s24p	2P^0	03-Feb
2135	1	2s2,3d1 2D	2s2,4p1 2P	3.15E+07	B	145550.7	162524.57	2s23d	2D	05-Feb	2s24p	2P^0	03-Feb
2136	1	2s2,3d1 2D	2s2,4p1 2P	3.49E+07	B	145549.27	162517.89	2s23d	2D	03-Feb	2s24p	2P^0	01-Feb
2137	1	2s1,2p(3P)3p1 2P	2s1,2p(3P)3d1 2D	4.20E+07	B	182023.86	198425.43	2s2p(3P^0)3p	2P	01-Feb	2s2p(3P^0)3d	2D^0	03-Feb
